RUN	studydatalake.AdvDevStudyDataLake	advdevstudydatalake	1600370524963	 	3.3.1
USER	AdvDevStudyDataLake	26	START	1600370528205	1600370528205
USER	AdvDevStudyDataLake	27	START	1600370528224	1600370528224
REQUEST	12		request_1	1600370527304	1600370528268	OK	 
USER	AdvDevStudyDataLake	12	END	1600370527303	1600370528270
REQUEST	13		request_1	1600370527374	1600370528279	OK	 
USER	AdvDevStudyDataLake	13	END	1600370527372	1600370528280
REQUEST	14		request_1	1600370527442	1600370528283	OK	 
USER	AdvDevStudyDataLake	28	START	1600370528283	1600370528283
USER	AdvDevStudyDataLake	14	END	1600370527441	1600370528284
USER	AdvDevStudyDataLake	29	START	1600370528341	1600370528341
USER	AdvDevStudyDataLake	30	START	1600370528401	1600370528401
USER	AdvDevStudyDataLake	31	START	1600370528462	1600370528462
REQUEST	15		request_1	1600370527512	1600370528503	OK	 
USER	AdvDevStudyDataLake	15	END	1600370527511	1600370528504
REQUEST	17		request_1	1600370527634	1600370528509	OK	 
USER	AdvDevStudyDataLake	17	END	1600370527633	1600370528510
USER	AdvDevStudyDataLake	32	START	1600370528535	1600370528535
REQUEST	16		request_1	1600370527574	1600370528546	OK	 
USER	AdvDevStudyDataLake	16	END	1600370527574	1600370528547
USER	AdvDevStudyDataLake	33	START	1600370528573	1600370528573
USER	AdvDevStudyDataLake	34	START	1600370528621	1600370528621
USER	AdvDevStudyDataLake	35	START	1600370528689	1600370528689
REQUEST	21		request_1	1600370527873	1600370528699	OK	 
USER	AdvDevStudyDataLake	21	END	1600370527872	1600370528701
REQUEST	19		request_1	1600370527754	1600370528715	OK	 
USER	AdvDevStudyDataLake	19	END	1600370527753	1600370528720
REQUEST	18		request_1	1600370527694	1600370528721	OK	 
USER	AdvDevStudyDataLake	18	END	1600370527693	1600370528724
USER	AdvDevStudyDataLake	36	START	1600370528744	1600370528744
USER	AdvDevStudyDataLake	37	START	1600370528809	1600370528809
USER	AdvDevStudyDataLake	38	START	1600370528863	1600370528863
REQUEST	20		request_1	1600370527812	1600370528901	OK	 
USER	AdvDevStudyDataLake	20	END	1600370527811	1600370528902
USER	AdvDevStudyDataLake	39	START	1600370528912	1600370528912
REQUEST	22		request_1	1600370527933	1600370528917	OK	 
USER	AdvDevStudyDataLake	22	END	1600370527933	1600370528919
REQUEST	24		request_1	1600370528044	1600370528925	OK	 
USER	AdvDevStudyDataLake	24	END	1600370528043	1600370528926
REQUEST	23		request_1	1600370527992	1600370528940	OK	 
USER	AdvDevStudyDataLake	23	END	1600370527992	1600370528941
USER	AdvDevStudyDataLake	40	START	1600370528974	1600370528974
USER	AdvDevStudyDataLake	41	START	1600370529033	1600370529033
REQUEST	25		request_1	1600370528109	1600370529077	OK	 
USER	AdvDevStudyDataLake	25	END	1600370528107	1600370529079
REQUEST	27		request_1	1600370528230	1600370529089	OK	 
USER	AdvDevStudyDataLake	27	END	1600370528224	1600370529090
USER	AdvDevStudyDataLake	42	START	1600370529091	1600370529091
REQUEST	26		request_1	1600370528207	1600370529118	OK	 
USER	AdvDevStudyDataLake	26	END	1600370528205	1600370529119
REQUEST	28		request_1	1600370528283	1600370529122	OK	 
USER	AdvDevStudyDataLake	28	END	1600370528283	1600370529122
USER	AdvDevStudyDataLake	43	START	1600370529152	1600370529152
USER	AdvDevStudyDataLake	44	START	1600370529211	1600370529211
USER	AdvDevStudyDataLake	45	START	1600370529273	1600370529273
REQUEST	29		request_1	1600370528342	1600370529279	OK	 
USER	AdvDevStudyDataLake	29	END	1600370528341	1600370529280
REQUEST	30		request_1	1600370528402	1600370529295	OK	 
USER	AdvDevStudyDataLake	30	END	1600370528401	1600370529296
USER	AdvDevStudyDataLake	46	START	1600370529332	1600370529332
REQUEST	31		request_1	1600370528463	1600370529341	OK	 
USER	AdvDevStudyDataLake	31	END	1600370528462	1600370529344
USER	AdvDevStudyDataLake	47	START	1600370529394	1600370529394
USER	AdvDevStudyDataLake	48	START	1600370529442	1600370529442
REQUEST	33		request_1	1600370528573	1600370529467	OK	 
USER	AdvDevStudyDataLake	33	END	1600370528573	1600370529469
REQUEST	32		request_1	1600370528535	1600370529477	OK	 
USER	AdvDevStudyDataLake	32	END	1600370528535	1600370529478
USER	AdvDevStudyDataLake	49	START	1600370529503	1600370529503
REQUEST	34		request_1	1600370528622	1600370529521	OK	 
USER	AdvDevStudyDataLake	34	END	1600370528621	1600370529522
USER	AdvDevStudyDataLake	50	START	1600370529561	1600370529561
REQUEST	36		request_1	1600370528746	1600370529571	OK	 
USER	AdvDevStudyDataLake	36	END	1600370528744	1600370529572
REQUEST	35		request_1	1600370528689	1600370529572	OK	 
USER	AdvDevStudyDataLake	35	END	1600370528689	1600370529573
USER	AdvDevStudyDataLake	51	START	1600370529621	1600370529621
REQUEST	37		request_1	1600370528812	1600370529656	OK	 
USER	AdvDevStudyDataLake	37	END	1600370528809	1600370529657
USER	AdvDevStudyDataLake	52	START	1600370529674	1600370529674
REQUEST	38		request_1	1600370528864	1600370529720	OK	 
USER	AdvDevStudyDataLake	38	END	1600370528863	1600370529721
USER	AdvDevStudyDataLake	53	START	1600370529721	1600370529721
USER	AdvDevStudyDataLake	54	START	1600370529772	1600370529772
REQUEST	39		request_1	1600370528913	1600370529776	OK	 
USER	AdvDevStudyDataLake	39	END	1600370528912	1600370529778
REQUEST	40		request_1	1600370528974	1600370529793	OK	 
USER	AdvDevStudyDataLake	40	END	1600370528974	1600370529794
USER	AdvDevStudyDataLake	55	START	1600370529831	1600370529831
REQUEST	41		request_1	1600370529034	1600370529865	OK	 
USER	AdvDevStudyDataLake	41	END	1600370529033	1600370529866
USER	AdvDevStudyDataLake	56	START	1600370529884	1600370529884
USER	AdvDevStudyDataLake	57	START	1600370529932	1600370529932
REQUEST	43		request_1	1600370529152	1600370529965	OK	 
REQUEST	42		request_1	1600370529091	1600370529965	OK	 
USER	AdvDevStudyDataLake	43	END	1600370529152	1600370529967
USER	AdvDevStudyDataLake	42	END	1600370529091	1600370529968
USER	AdvDevStudyDataLake	58	START	1600370529991	1600370529991
REQUEST	44		request_1	1600370529213	1600370530021	OK	 
USER	AdvDevStudyDataLake	44	END	1600370529211	1600370530023
USER	AdvDevStudyDataLake	59	START	1600370530042	1600370530042
USER	AdvDevStudyDataLake	60	START	1600370530091	1600370530091
REQUEST	45		request_1	1600370529274	1600370530105	OK	 
USER	AdvDevStudyDataLake	45	END	1600370529273	1600370530106
USER	AdvDevStudyDataLake	61	START	1600370530141	1600370530141
REQUEST	46		request_1	1600370529332	1600370530164	OK	 
USER	AdvDevStudyDataLake	46	END	1600370529332	1600370530165
USER	AdvDevStudyDataLake	62	START	1600370530202	1600370530202
REQUEST	47		request_1	1600370529395	1600370530205	OK	 
USER	AdvDevStudyDataLake	47	END	1600370529394	1600370530206
USER	AdvDevStudyDataLake	63	START	1600370530251	1600370530251
REQUEST	48		request_1	1600370529442	1600370530253	OK	 
USER	AdvDevStudyDataLake	48	END	1600370529442	1600370530255
REQUEST	49		request_1	1600370529504	1600370530298	OK	 
USER	AdvDevStudyDataLake	49	END	1600370529503	1600370530301
USER	AdvDevStudyDataLake	64	START	1600370530302	1600370530302
USER	AdvDevStudyDataLake	65	START	1600370530353	1600370530353
REQUEST	50		request_1	1600370529562	1600370530363	OK	 
USER	AdvDevStudyDataLake	50	END	1600370529561	1600370530363
USER	AdvDevStudyDataLake	66	START	1600370530411	1600370530411
REQUEST	51		request_1	1600370529621	1600370530420	OK	 
USER	AdvDevStudyDataLake	51	END	1600370529621	1600370530421
USER	AdvDevStudyDataLake	67	START	1600370530464	1600370530464
USER	AdvDevStudyDataLake	68	START	1600370530520	1600370530520
REQUEST	52		request_1	1600370529674	1600370530536	OK	 
USER	AdvDevStudyDataLake	52	END	1600370529674	1600370530539
USER	AdvDevStudyDataLake	69	START	1600370530561	1600370530561
REQUEST	53		request_1	1600370529722	1600370530571	OK	 
USER	AdvDevStudyDataLake	53	END	1600370529721	1600370530573
REQUEST	54		request_1	1600370529772	1600370530575	OK	 
USER	AdvDevStudyDataLake	54	END	1600370529772	1600370530576
USER	AdvDevStudyDataLake	70	START	1600370530621	1600370530621
REQUEST	55		request_1	1600370529832	1600370530636	OK	 
USER	AdvDevStudyDataLake	55	END	1600370529831	1600370530637
USER	AdvDevStudyDataLake	71	START	1600370530671	1600370530671
USER	AdvDevStudyDataLake	72	START	1600370530722	1600370530722
REQUEST	56		request_1	1600370529885	1600370530757	OK	 
USER	AdvDevStudyDataLake	56	END	1600370529884	1600370530758
USER	AdvDevStudyDataLake	73	START	1600370530772	1600370530772
REQUEST	57		request_1	1600370529933	1600370530786	OK	 
USER	AdvDevStudyDataLake	57	END	1600370529932	1600370530787
REQUEST	58		request_1	1600370529992	1600370530795	OK	 
USER	AdvDevStudyDataLake	58	END	1600370529991	1600370530796
REQUEST	59		request_1	1600370530042	1600370530830	OK	 
USER	AdvDevStudyDataLake	59	END	1600370530042	1600370530831
USER	AdvDevStudyDataLake	74	START	1600370530831	1600370530831
USER	AdvDevStudyDataLake	75	START	1600370530883	1600370530883
USER	AdvDevStudyDataLake	76	START	1600370530931	1600370530931
REQUEST	60		request_1	1600370530091	1600370530955	OK	 
USER	AdvDevStudyDataLake	60	END	1600370530091	1600370530956
REQUEST	61		request_1	1600370530142	1600370530981	OK	 
USER	AdvDevStudyDataLake	61	END	1600370530141	1600370530982
USER	AdvDevStudyDataLake	77	START	1600370530991	1600370530991
REQUEST	62		request_1	1600370530202	1600370531009	OK	 
USER	AdvDevStudyDataLake	62	END	1600370530202	1600370531011
USER	AdvDevStudyDataLake	78	START	1600370531041	1600370531041
REQUEST	63		request_1	1600370530252	1600370531092	OK	 
USER	AdvDevStudyDataLake	79	START	1600370531092	1600370531092
USER	AdvDevStudyDataLake	63	END	1600370530251	1600370531093
USER	AdvDevStudyDataLake	80	START	1600370531142	1600370531142
REQUEST	64		request_1	1600370530303	1600370531157	OK	 
USER	AdvDevStudyDataLake	64	END	1600370530302	1600370531158
REQUEST	65		request_1	1600370530354	1600370531166	OK	 
USER	AdvDevStudyDataLake	65	END	1600370530353	1600370531167
USER	AdvDevStudyDataLake	81	START	1600370531202	1600370531202
REQUEST	66		request_1	1600370530413	1600370531219	OK	 
USER	AdvDevStudyDataLake	66	END	1600370530411	1600370531220
USER	AdvDevStudyDataLake	82	START	1600370531251	1600370531251
REQUEST	67		request_1	1600370530468	1600370531286	OK	 
USER	AdvDevStudyDataLake	67	END	1600370530464	1600370531287
USER	AdvDevStudyDataLake	83	START	1600370531301	1600370531301
REQUEST	68		request_1	1600370530521	1600370531342	OK	 
USER	AdvDevStudyDataLake	68	END	1600370530520	1600370531343
USER	AdvDevStudyDataLake	84	START	1600370531352	1600370531352
REQUEST	69		request_1	1600370530562	1600370531365	OK	 
USER	AdvDevStudyDataLake	69	END	1600370530561	1600370531366
USER	AdvDevStudyDataLake	85	START	1600370531411	1600370531411
REQUEST	70		request_1	1600370530622	1600370531431	OK	 
USER	AdvDevStudyDataLake	70	END	1600370530621	1600370531432
USER	AdvDevStudyDataLake	86	START	1600370531464	1600370531464
REQUEST	71		request_1	1600370530672	1600370531483	OK	 
USER	AdvDevStudyDataLake	71	END	1600370530671	1600370531484
USER	AdvDevStudyDataLake	87	START	1600370531513	1600370531513
REQUEST	72		request_1	1600370530723	1600370531545	OK	 
USER	AdvDevStudyDataLake	72	END	1600370530722	1600370531548
USER	AdvDevStudyDataLake	88	START	1600370531563	1600370531563
REQUEST	73		request_1	1600370530772	1600370531598	OK	 
USER	AdvDevStudyDataLake	73	END	1600370530772	1600370531599
USER	AdvDevStudyDataLake	89	START	1600370531612	1600370531612
REQUEST	74		request_1	1600370530831	1600370531629	OK	 
USER	AdvDevStudyDataLake	74	END	1600370530831	1600370531630
USER	AdvDevStudyDataLake	90	START	1600370531661	1600370531661
USER	AdvDevStudyDataLake	91	START	1600370531702	1600370531702
REQUEST	75		request_1	1600370530883	1600370531721	OK	 
USER	AdvDevStudyDataLake	75	END	1600370530883	1600370531721
REQUEST	76		request_1	1600370530931	1600370531734	OK	 
USER	AdvDevStudyDataLake	76	END	1600370530931	1600370531735
USER	AdvDevStudyDataLake	92	START	1600370531752	1600370531752
USER	AdvDevStudyDataLake	93	START	1600370531802	1600370531802
REQUEST	77		request_1	1600370530992	1600370531807	OK	 
USER	AdvDevStudyDataLake	77	END	1600370530991	1600370531808
REQUEST	78		request_1	1600370531041	1600370531840	OK	 
USER	AdvDevStudyDataLake	78	END	1600370531041	1600370531846
USER	AdvDevStudyDataLake	94	START	1600370531855	1600370531855
USER	AdvDevStudyDataLake	95	START	1600370531901	1600370531901
REQUEST	79		request_1	1600370531093	1600370531914	OK	 
USER	AdvDevStudyDataLake	79	END	1600370531092	1600370531915
REQUEST	80		request_1	1600370531143	1600370531936	OK	 
USER	AdvDevStudyDataLake	80	END	1600370531142	1600370531936
USER	AdvDevStudyDataLake	96	START	1600370531942	1600370531942
USER	AdvDevStudyDataLake	97	START	1600370531992	1600370531992
REQUEST	81		request_1	1600370531202	1600370532016	OK	 
USER	AdvDevStudyDataLake	81	END	1600370531202	1600370532017
USER	AdvDevStudyDataLake	98	START	1600370532041	1600370532041
REQUEST	82		request_1	1600370531252	1600370532082	OK	 
USER	AdvDevStudyDataLake	82	END	1600370531251	1600370532083
USER	AdvDevStudyDataLake	99	START	1600370532091	1600370532091
REQUEST	83		request_1	1600370531302	1600370532103	OK	 
USER	AdvDevStudyDataLake	83	END	1600370531301	1600370532104
USER	AdvDevStudyDataLake	100	START	1600370532132	1600370532132
USER	AdvDevStudyDataLake	101	START	1600370532184	1600370532184
REQUEST	84		request_1	1600370531353	1600370532187	OK	 
USER	AdvDevStudyDataLake	84	END	1600370531352	1600370532188
REQUEST	85		request_1	1600370531412	1600370532220	OK	 
USER	AdvDevStudyDataLake	85	END	1600370531411	1600370532221
USER	AdvDevStudyDataLake	102	START	1600370532233	1600370532233
REQUEST	86		request_1	1600370531464	1600370532275	OK	 
USER	AdvDevStudyDataLake	86	END	1600370531464	1600370532275
USER	AdvDevStudyDataLake	103	START	1600370532285	1600370532285
USER	AdvDevStudyDataLake	104	START	1600370532321	1600370532321
REQUEST	87		request_1	1600370531514	1600370532335	OK	 
USER	AdvDevStudyDataLake	87	END	1600370531513	1600370532336
USER	AdvDevStudyDataLake	105	START	1600370532371	1600370532371
REQUEST	88		request_1	1600370531564	1600370532379	OK	 
USER	AdvDevStudyDataLake	88	END	1600370531563	1600370532380
USER	AdvDevStudyDataLake	106	START	1600370532424	1600370532424
REQUEST	89		request_1	1600370531612	1600370532437	OK	 
USER	AdvDevStudyDataLake	89	END	1600370531612	1600370532438
USER	AdvDevStudyDataLake	107	START	1600370532472	1600370532472
REQUEST	90		request_1	1600370531662	1600370532474	OK	 
USER	AdvDevStudyDataLake	90	END	1600370531661	1600370532475
USER	AdvDevStudyDataLake	108	START	1600370532512	1600370532512
REQUEST	91		request_1	1600370531703	1600370532522	OK	 
USER	AdvDevStudyDataLake	91	END	1600370531702	1600370532523
USER	AdvDevStudyDataLake	109	START	1600370532562	1600370532562
REQUEST	92		request_1	1600370531753	1600370532566	OK	 
USER	AdvDevStudyDataLake	92	END	1600370531752	1600370532567
USER	AdvDevStudyDataLake	110	START	1600370532613	1600370532613
REQUEST	93		request_1	1600370531803	1600370532619	OK	 
USER	AdvDevStudyDataLake	93	END	1600370531802	1600370532620
USER	AdvDevStudyDataLake	111	START	1600370532652	1600370532652
REQUEST	94		request_1	1600370531859	1600370532666	OK	 
USER	AdvDevStudyDataLake	94	END	1600370531855	1600370532667
USER	AdvDevStudyDataLake	112	START	1600370532701	1600370532701
REQUEST	95		request_1	1600370531902	1600370532705	OK	 
USER	AdvDevStudyDataLake	95	END	1600370531901	1600370532707
USER	AdvDevStudyDataLake	113	START	1600370532741	1600370532741
REQUEST	96		request_1	1600370531943	1600370532743	OK	 
USER	AdvDevStudyDataLake	96	END	1600370531942	1600370532744
REQUEST	97		request_1	1600370531993	1600370532792	OK	 
USER	AdvDevStudyDataLake	114	START	1600370532792	1600370532792
USER	AdvDevStudyDataLake	97	END	1600370531992	1600370532793
USER	AdvDevStudyDataLake	115	START	1600370532842	1600370532842
REQUEST	98		request_1	1600370532042	1600370532843	OK	 
USER	AdvDevStudyDataLake	98	END	1600370532041	1600370532844
USER	AdvDevStudyDataLake	116	START	1600370532883	1600370532883
REQUEST	99		request_1	1600370532091	1600370532897	OK	 
USER	AdvDevStudyDataLake	99	END	1600370532091	1600370532898
USER	AdvDevStudyDataLake	117	START	1600370532932	1600370532932
REQUEST	100		request_1	1600370532132	1600370532933	OK	 
USER	AdvDevStudyDataLake	100	END	1600370532132	1600370532934
USER	AdvDevStudyDataLake	118	START	1600370532973	1600370532973
REQUEST	101		request_1	1600370532185	1600370532988	OK	 
USER	AdvDevStudyDataLake	101	END	1600370532184	1600370532988
USER	AdvDevStudyDataLake	119	START	1600370533021	1600370533021
REQUEST	102		request_1	1600370532233	1600370533037	OK	 
USER	AdvDevStudyDataLake	102	END	1600370532233	1600370533038
USER	AdvDevStudyDataLake	120	START	1600370533061	1600370533061
REQUEST	103		request_1	1600370532286	1600370533091	OK	 
USER	AdvDevStudyDataLake	103	END	1600370532285	1600370533092
USER	AdvDevStudyDataLake	121	START	1600370533111	1600370533111
REQUEST	104		request_1	1600370532321	1600370533126	OK	 
USER	AdvDevStudyDataLake	104	END	1600370532321	1600370533126
USER	AdvDevStudyDataLake	122	START	1600370533152	1600370533152
REQUEST	105		request_1	1600370532371	1600370533182	OK	 
USER	AdvDevStudyDataLake	105	END	1600370532371	1600370533184
USER	AdvDevStudyDataLake	123	START	1600370533201	1600370533201
REQUEST	106		request_1	1600370532425	1600370533228	OK	 
USER	AdvDevStudyDataLake	106	END	1600370532424	1600370533229
USER	AdvDevStudyDataLake	124	START	1600370533242	1600370533242
REQUEST	107		request_1	1600370532472	1600370533278	OK	 
USER	AdvDevStudyDataLake	107	END	1600370532472	1600370533279
USER	AdvDevStudyDataLake	125	START	1600370533292	1600370533292
REQUEST	108		request_1	1600370532512	1600370533300	OK	 
USER	AdvDevStudyDataLake	108	END	1600370532512	1600370533301
USER	AdvDevStudyDataLake	126	START	1600370533341	1600370533341
REQUEST	109		request_1	1600370532563	1600370533363	OK	 
USER	AdvDevStudyDataLake	109	END	1600370532562	1600370533364
USER	AdvDevStudyDataLake	127	START	1600370533383	1600370533383
USER	AdvDevStudyDataLake	128	START	1600370533435	1600370533435
REQUEST	110		request_1	1600370532614	1600370533457	OK	 
USER	AdvDevStudyDataLake	110	END	1600370532613	1600370533458
REQUEST	111		request_1	1600370532653	1600370533464	OK	 
USER	AdvDevStudyDataLake	111	END	1600370532652	1600370533466
USER	AdvDevStudyDataLake	129	START	1600370533471	1600370533471
REQUEST	112		request_1	1600370532702	1600370533498	OK	 
USER	AdvDevStudyDataLake	112	END	1600370532701	1600370533499
USER	AdvDevStudyDataLake	130	START	1600370533521	1600370533521
REQUEST	113		request_1	1600370532742	1600370533540	OK	 
USER	AdvDevStudyDataLake	113	END	1600370532741	1600370533541
USER	AdvDevStudyDataLake	131	START	1600370533564	1600370533564
REQUEST	114		request_1	1600370532792	1600370533607	OK	 
USER	AdvDevStudyDataLake	114	END	1600370532792	1600370533608
USER	AdvDevStudyDataLake	132	START	1600370533613	1600370533613
USER	AdvDevStudyDataLake	133	START	1600370533651	1600370533651
REQUEST	115		request_1	1600370532842	1600370533680	OK	 
USER	AdvDevStudyDataLake	115	END	1600370532842	1600370533681
REQUEST	116		request_1	1600370532884	1600370533682	OK	 
USER	AdvDevStudyDataLake	116	END	1600370532883	1600370533683
USER	AdvDevStudyDataLake	134	START	1600370533701	1600370533701
REQUEST	117		request_1	1600370532933	1600370533733	OK	 
USER	AdvDevStudyDataLake	117	END	1600370532932	1600370533734
USER	AdvDevStudyDataLake	135	START	1600370533741	1600370533741
REQUEST	118		request_1	1600370532974	1600370533774	OK	 
USER	AdvDevStudyDataLake	118	END	1600370532973	1600370533776
USER	AdvDevStudyDataLake	136	START	1600370533793	1600370533793
USER	AdvDevStudyDataLake	137	START	1600370533832	1600370533832
REQUEST	119		request_1	1600370533022	1600370533870	OK	 
USER	AdvDevStudyDataLake	119	END	1600370533021	1600370533871
REQUEST	120		request_1	1600370533062	1600370533879	OK	 
USER	AdvDevStudyDataLake	120	END	1600370533061	1600370533880
USER	AdvDevStudyDataLake	138	START	1600370533881	1600370533881
REQUEST	121		request_1	1600370533111	1600370533903	OK	 
USER	AdvDevStudyDataLake	121	END	1600370533111	1600370533903
USER	AdvDevStudyDataLake	139	START	1600370533921	1600370533921
REQUEST	122		request_1	1600370533152	1600370533954	OK	 
USER	AdvDevStudyDataLake	122	END	1600370533152	1600370533955
USER	AdvDevStudyDataLake	140	START	1600370533972	1600370533972
REQUEST	123		request_1	1600370533202	1600370534001	OK	 
USER	AdvDevStudyDataLake	123	END	1600370533201	1600370534002
USER	AdvDevStudyDataLake	141	START	1600370534021	1600370534021
USER	AdvDevStudyDataLake	142	START	1600370534063	1600370534063
REQUEST	124		request_1	1600370533242	1600370534074	OK	 
USER	AdvDevStudyDataLake	124	END	1600370533242	1600370534075
REQUEST	125		request_1	1600370533292	1600370534101	OK	 
USER	AdvDevStudyDataLake	125	END	1600370533292	1600370534101
USER	AdvDevStudyDataLake	143	START	1600370534111	1600370534111
REQUEST	126		request_1	1600370533342	1600370534150	OK	 
USER	AdvDevStudyDataLake	126	END	1600370533341	1600370534151
USER	AdvDevStudyDataLake	144	START	1600370534153	1600370534153
REQUEST	127		request_1	1600370533383	1600370534183	OK	 
USER	AdvDevStudyDataLake	127	END	1600370533383	1600370534186
USER	AdvDevStudyDataLake	145	START	1600370534203	1600370534203
USER	AdvDevStudyDataLake	146	START	1600370534241	1600370534241
REQUEST	128		request_1	1600370533437	1600370534251	OK	 
USER	AdvDevStudyDataLake	128	END	1600370533435	1600370534252
REQUEST	129		request_1	1600370533472	1600370534266	OK	 
USER	AdvDevStudyDataLake	129	END	1600370533471	1600370534267
USER	AdvDevStudyDataLake	147	START	1600370534292	1600370534292
REQUEST	130		request_1	1600370533522	1600370534313	OK	 
USER	AdvDevStudyDataLake	130	END	1600370533521	1600370534318
USER	AdvDevStudyDataLake	148	START	1600370534334	1600370534334
REQUEST	131		request_1	1600370533565	1600370534371	OK	 
USER	AdvDevStudyDataLake	131	END	1600370533564	1600370534372
USER	AdvDevStudyDataLake	149	START	1600370534381	1600370534381
REQUEST	132		request_1	1600370533613	1600370534416	OK	 
USER	AdvDevStudyDataLake	132	END	1600370533613	1600370534417
USER	AdvDevStudyDataLake	150	START	1600370534421	1600370534421
REQUEST	133		request_1	1600370533652	1600370534446	OK	 
USER	AdvDevStudyDataLake	133	END	1600370533651	1600370534447
USER	AdvDevStudyDataLake	151	START	1600370534471	1600370534471
USER	AdvDevStudyDataLake	152	START	1600370534521	1600370534521
REQUEST	134		request_1	1600370533702	1600370534526	OK	 
USER	AdvDevStudyDataLake	134	END	1600370533701	1600370534527
USER	AdvDevStudyDataLake	153	START	1600370534563	1600370534563
REQUEST	135		request_1	1600370533741	1600370534575	OK	 
USER	AdvDevStudyDataLake	135	END	1600370533741	1600370534576
USER	AdvDevStudyDataLake	154	START	1600370534601	1600370534601
REQUEST	137		request_1	1600370533833	1600370534626	OK	 
REQUEST	136		request_1	1600370533793	1600370534626	OK	 
USER	AdvDevStudyDataLake	136	END	1600370533793	1600370534627
USER	AdvDevStudyDataLake	137	END	1600370533832	1600370534627
USER	AdvDevStudyDataLake	155	START	1600370534652	1600370534652
USER	AdvDevStudyDataLake	156	START	1600370534694	1600370534694
REQUEST	139		request_1	1600370533922	1600370534722	OK	 
REQUEST	138		request_1	1600370533882	1600370534722	OK	 
USER	AdvDevStudyDataLake	139	END	1600370533921	1600370534723
USER	AdvDevStudyDataLake	138	END	1600370533881	1600370534723
USER	AdvDevStudyDataLake	157	START	1600370534732	1600370534732
REQUEST	140		request_1	1600370533972	1600370534755	OK	 
USER	AdvDevStudyDataLake	140	END	1600370533972	1600370534756
USER	AdvDevStudyDataLake	158	START	1600370534771	1600370534771
USER	AdvDevStudyDataLake	159	START	1600370534812	1600370534812
REQUEST	141		request_1	1600370534022	1600370534817	OK	 
USER	AdvDevStudyDataLake	141	END	1600370534021	1600370534818
USER	AdvDevStudyDataLake	160	START	1600370534852	1600370534852
REQUEST	142		request_1	1600370534063	1600370534897	OK	 
USER	AdvDevStudyDataLake	142	END	1600370534063	1600370534898
USER	AdvDevStudyDataLake	161	START	1600370534902	1600370534902
REQUEST	143		request_1	1600370534112	1600370534938	OK	 
USER	AdvDevStudyDataLake	143	END	1600370534111	1600370534939
