RUN	studydatalake.AdvDevStudyDataLake	advdevstudydatalake	1600370524963	 	3.3.1
REQUEST	288		request_1	1600370539773	1600370540580	OK	 
USER	AdvDevStudyDataLake	288	END	1600370539772	1600370540581
REQUEST	289		request_1	1600370539802	1600370540599	OK	 
USER	AdvDevStudyDataLake	289	END	1600370539801	1600370540600
USER	AdvDevStudyDataLake	312	START	1600370540601	1600370540601
USER	AdvDevStudyDataLake	313	START	1600370540633	1600370540633
REQUEST	287		request_1	1600370539742	1600370540637	OK	 
USER	AdvDevStudyDataLake	287	END	1600370539741	1600370540638
USER	AdvDevStudyDataLake	314	START	1600370540664	1600370540664
REQUEST	291		request_1	1600370539872	1600370540681	OK	 
USER	AdvDevStudyDataLake	291	END	1600370539872	1600370540682
USER	AdvDevStudyDataLake	315	START	1600370540701	1600370540701
REQUEST	292		request_1	1600370539913	1600370540702	OK	 
USER	AdvDevStudyDataLake	292	END	1600370539912	1600370540703
REQUEST	290		request_1	1600370539842	1600370540717	OK	 
USER	AdvDevStudyDataLake	290	END	1600370539841	1600370540717
REQUEST	293		request_1	1600370539942	1600370540730	OK	 
USER	AdvDevStudyDataLake	293	END	1600370539941	1600370540731
USER	AdvDevStudyDataLake	316	START	1600370540731	1600370540731
USER	AdvDevStudyDataLake	317	START	1600370540761	1600370540761
REQUEST	294		request_1	1600370539985	1600370540794	OK	 
USER	AdvDevStudyDataLake	294	END	1600370539984	1600370540795
USER	AdvDevStudyDataLake	318	START	1600370540803	1600370540803
REQUEST	295		request_1	1600370540013	1600370540819	OK	 
USER	AdvDevStudyDataLake	295	END	1600370540013	1600370540820
USER	AdvDevStudyDataLake	319	START	1600370540833	1600370540833
USER	AdvDevStudyDataLake	320	START	1600370540862	1600370540862
REQUEST	296		request_1	1600370540053	1600370540868	OK	 
USER	AdvDevStudyDataLake	296	END	1600370540051	1600370540869
REQUEST	297		request_1	1600370540082	1600370540882	OK	 
USER	AdvDevStudyDataLake	297	END	1600370540082	1600370540883
USER	AdvDevStudyDataLake	321	START	1600370540903	1600370540903
REQUEST	298		request_1	1600370540115	1600370540915	OK	 
USER	AdvDevStudyDataLake	298	END	1600370540114	1600370540916
USER	AdvDevStudyDataLake	322	START	1600370540931	1600370540931
REQUEST	299		request_1	1600370540153	1600370540946	OK	 
USER	AdvDevStudyDataLake	299	END	1600370540152	1600370540947
USER	AdvDevStudyDataLake	323	START	1600370540962	1600370540962
REQUEST	300		request_1	1600370540184	1600370540981	OK	 
USER	AdvDevStudyDataLake	300	END	1600370540183	1600370540982
USER	AdvDevStudyDataLake	324	START	1600370541001	1600370541001
REQUEST	301		request_1	1600370540222	1600370541023	OK	 
USER	AdvDevStudyDataLake	301	END	1600370540221	1600370541024
USER	AdvDevStudyDataLake	325	START	1600370541031	1600370541031
REQUEST	302		request_1	1600370540252	1600370541056	OK	 
USER	AdvDevStudyDataLake	302	END	1600370540251	1600370541056
USER	AdvDevStudyDataLake	326	START	1600370541061	1600370541061
REQUEST	303		request_1	1600370540292	1600370541092	OK	 
USER	AdvDevStudyDataLake	303	END	1600370540291	1600370541093
USER	AdvDevStudyDataLake	327	START	1600370541102	1600370541102
USER	AdvDevStudyDataLake	328	START	1600370541131	1600370541131
REQUEST	304		request_1	1600370540323	1600370541135	OK	 
USER	AdvDevStudyDataLake	304	END	1600370540322	1600370541136
REQUEST	305		request_1	1600370540364	1600370541162	OK	 
USER	AdvDevStudyDataLake	329	START	1600370541162	1600370541162
USER	AdvDevStudyDataLake	305	END	1600370540363	1600370541163
USER	AdvDevStudyDataLake	330	START	1600370541201	1600370541201
REQUEST	306		request_1	1600370540393	1600370541202	OK	 
USER	AdvDevStudyDataLake	306	END	1600370540392	1600370541203
USER	AdvDevStudyDataLake	331	START	1600370541233	1600370541233
REQUEST	307		request_1	1600370540432	1600370541234	OK	 
USER	AdvDevStudyDataLake	307	END	1600370540431	1600370541235
REQUEST	308		request_1	1600370540462	1600370541247	OK	 
USER	AdvDevStudyDataLake	308	END	1600370540461	1600370541248
USER	AdvDevStudyDataLake	332	START	1600370541261	1600370541261
USER	AdvDevStudyDataLake	333	START	1600370541304	1600370541304
REQUEST	309		request_1	1600370540493	1600370541313	OK	 
USER	AdvDevStudyDataLake	309	END	1600370540492	1600370541314
USER	AdvDevStudyDataLake	334	START	1600370541332	1600370541332
REQUEST	310		request_1	1600370540532	1600370541353	OK	 
REQUEST	311		request_1	1600370540561	1600370541353	OK	 
USER	AdvDevStudyDataLake	310	END	1600370540531	1600370541354
USER	AdvDevStudyDataLake	311	END	1600370540561	1600370541354
USER	AdvDevStudyDataLake	335	START	1600370541363	1600370541363
USER	AdvDevStudyDataLake	336	START	1600370541402	1600370541402
REQUEST	312		request_1	1600370540602	1600370541407	OK	 
USER	AdvDevStudyDataLake	312	END	1600370540601	1600370541407
REQUEST	313		request_1	1600370540634	1600370541428	OK	 
USER	AdvDevStudyDataLake	313	END	1600370540633	1600370541429
USER	AdvDevStudyDataLake	337	START	1600370541431	1600370541431
USER	AdvDevStudyDataLake	338	START	1600370541462	1600370541462
REQUEST	314		request_1	1600370540665	1600370541465	OK	 
USER	AdvDevStudyDataLake	314	END	1600370540664	1600370541466
REQUEST	315		request_1	1600370540702	1600370541501	OK	 
USER	AdvDevStudyDataLake	315	END	1600370540701	1600370541501
USER	AdvDevStudyDataLake	339	START	1600370541501	1600370541501
REQUEST	316		request_1	1600370540732	1600370541526	OK	 
USER	AdvDevStudyDataLake	316	END	1600370540731	1600370541526
USER	AdvDevStudyDataLake	340	START	1600370541533	1600370541533
USER	AdvDevStudyDataLake	341	START	1600370541562	1600370541562
REQUEST	317		request_1	1600370540762	1600370541569	OK	 
USER	AdvDevStudyDataLake	317	END	1600370540761	1600370541571
REQUEST	318		request_1	1600370540803	1600370541600	OK	 
USER	AdvDevStudyDataLake	318	END	1600370540803	1600370541601
USER	AdvDevStudyDataLake	342	START	1600370541601	1600370541601
REQUEST	319		request_1	1600370540833	1600370541625	OK	 
USER	AdvDevStudyDataLake	319	END	1600370540833	1600370541626
USER	AdvDevStudyDataLake	343	START	1600370541633	1600370541633
USER	AdvDevStudyDataLake	344	START	1600370541664	1600370541664
REQUEST	320		request_1	1600370540862	1600370541675	OK	 
USER	AdvDevStudyDataLake	320	END	1600370540862	1600370541676
USER	AdvDevStudyDataLake	345	START	1600370541691	1600370541691
REQUEST	321		request_1	1600370540904	1600370541694	OK	 
USER	AdvDevStudyDataLake	321	END	1600370540903	1600370541696
USER	AdvDevStudyDataLake	346	START	1600370541721	1600370541721
REQUEST	322		request_1	1600370540932	1600370541735	OK	 
USER	AdvDevStudyDataLake	322	END	1600370540931	1600370541736
REQUEST	323		request_1	1600370540962	1600370541759	OK	 
USER	AdvDevStudyDataLake	323	END	1600370540962	1600370541759
USER	AdvDevStudyDataLake	347	START	1600370541762	1600370541762
USER	AdvDevStudyDataLake	348	START	1600370541791	1600370541791
REQUEST	324		request_1	1600370541001	1600370541802	OK	 
USER	AdvDevStudyDataLake	324	END	1600370541001	1600370541803
USER	AdvDevStudyDataLake	349	START	1600370541822	1600370541822
REQUEST	325		request_1	1600370541031	1600370541843	OK	 
USER	AdvDevStudyDataLake	325	END	1600370541031	1600370541844
USER	AdvDevStudyDataLake	350	START	1600370541852	1600370541852
REQUEST	326		request_1	1600370541062	1600370541858	OK	 
USER	AdvDevStudyDataLake	326	END	1600370541061	1600370541858
USER	AdvDevStudyDataLake	351	START	1600370541891	1600370541891
REQUEST	327		request_1	1600370541102	1600370541897	OK	 
USER	AdvDevStudyDataLake	327	END	1600370541102	1600370541898
USER	AdvDevStudyDataLake	352	START	1600370541922	1600370541922
REQUEST	328		request_1	1600370541132	1600370541948	OK	 
USER	AdvDevStudyDataLake	328	END	1600370541131	1600370541948
USER	AdvDevStudyDataLake	353	START	1600370541952	1600370541952
REQUEST	329		request_1	1600370541162	1600370541964	OK	 
USER	AdvDevStudyDataLake	329	END	1600370541162	1600370541965
USER	AdvDevStudyDataLake	354	START	1600370541983	1600370541983
REQUEST	330		request_1	1600370541202	1600370542005	OK	 
USER	AdvDevStudyDataLake	330	END	1600370541201	1600370542005
USER	AdvDevStudyDataLake	355	START	1600370542013	1600370542013
REQUEST	331		request_1	1600370541233	1600370542030	OK	 
USER	AdvDevStudyDataLake	331	END	1600370541233	1600370542031
USER	AdvDevStudyDataLake	356	START	1600370542051	1600370542051
REQUEST	332		request_1	1600370541262	1600370542076	OK	 
USER	AdvDevStudyDataLake	332	END	1600370541261	1600370542076
USER	AdvDevStudyDataLake	357	START	1600370542083	1600370542083
USER	AdvDevStudyDataLake	358	START	1600370542111	1600370542111
REQUEST	334		request_1	1600370541333	1600370542125	OK	 
REQUEST	333		request_1	1600370541304	1600370542125	OK	 
USER	AdvDevStudyDataLake	333	END	1600370541304	1600370542126
USER	AdvDevStudyDataLake	334	END	1600370541332	1600370542126
USER	AdvDevStudyDataLake	359	START	1600370542142	1600370542142
REQUEST	335		request_1	1600370541363	1600370542153	OK	 
USER	AdvDevStudyDataLake	335	END	1600370541363	1600370542154
USER	AdvDevStudyDataLake	360	START	1600370542181	1600370542181
REQUEST	336		request_1	1600370541402	1600370542196	OK	 
USER	AdvDevStudyDataLake	336	END	1600370541402	1600370542197
USER	AdvDevStudyDataLake	361	START	1600370542212	1600370542212
REQUEST	337		request_1	1600370541431	1600370542230	OK	 
USER	AdvDevStudyDataLake	337	END	1600370541431	1600370542231
USER	AdvDevStudyDataLake	362	START	1600370542242	1600370542242
REQUEST	338		request_1	1600370541462	1600370542257	OK	 
USER	AdvDevStudyDataLake	338	END	1600370541462	1600370542258
USER	AdvDevStudyDataLake	363	START	1600370542271	1600370542271
REQUEST	339		request_1	1600370541501	1600370542294	OK	 
USER	AdvDevStudyDataLake	339	END	1600370541501	1600370542294
USER	AdvDevStudyDataLake	364	START	1600370542301	1600370542301
REQUEST	340		request_1	1600370541534	1600370542317	OK	 
USER	AdvDevStudyDataLake	340	END	1600370541533	1600370542318
USER	AdvDevStudyDataLake	365	START	1600370542342	1600370542342
REQUEST	341		request_1	1600370541563	1600370542358	OK	 
USER	AdvDevStudyDataLake	341	END	1600370541562	1600370542359
USER	AdvDevStudyDataLake	366	START	1600370542371	1600370542371
REQUEST	342		request_1	1600370541602	1600370542395	OK	 
USER	AdvDevStudyDataLake	342	END	1600370541601	1600370542396
USER	AdvDevStudyDataLake	367	START	1600370542401	1600370542401
USER	AdvDevStudyDataLake	368	START	1600370542432	1600370542432
REQUEST	343		request_1	1600370541633	1600370542434	OK	 
USER	AdvDevStudyDataLake	343	END	1600370541633	1600370542435
REQUEST	344		request_1	1600370541664	1600370542471	OK	 
USER	AdvDevStudyDataLake	344	END	1600370541664	1600370542472
USER	AdvDevStudyDataLake	369	START	1600370542473	1600370542473
REQUEST	345		request_1	1600370541691	1600370542478	OK	 
USER	AdvDevStudyDataLake	345	END	1600370541691	1600370542479
USER	AdvDevStudyDataLake	370	START	1600370542502	1600370542502
REQUEST	346		request_1	1600370541721	1600370542508	OK	 
USER	AdvDevStudyDataLake	346	END	1600370541721	1600370542508
USER	AdvDevStudyDataLake	371	START	1600370542533	1600370542533
REQUEST	347		request_1	1600370541762	1600370542557	OK	 
USER	AdvDevStudyDataLake	347	END	1600370541762	1600370542558
USER	AdvDevStudyDataLake	372	START	1600370542564	1600370542564
REQUEST	348		request_1	1600370541792	1600370542590	OK	 
USER	AdvDevStudyDataLake	348	END	1600370541791	1600370542590
USER	AdvDevStudyDataLake	373	START	1600370542592	1600370542592
REQUEST	349		request_1	1600370541822	1600370542610	OK	 
USER	AdvDevStudyDataLake	349	END	1600370541822	1600370542611
USER	AdvDevStudyDataLake	374	START	1600370542623	1600370542623
USER	AdvDevStudyDataLake	375	START	1600370542653	1600370542653
REQUEST	350		request_1	1600370541852	1600370542654	OK	 
USER	AdvDevStudyDataLake	350	END	1600370541852	1600370542655
REQUEST	351		request_1	1600370541892	1600370542676	OK	 
USER	AdvDevStudyDataLake	351	END	1600370541891	1600370542677
USER	AdvDevStudyDataLake	376	START	1600370542696	1600370542696
REQUEST	352		request_1	1600370541922	1600370542709	OK	 
USER	AdvDevStudyDataLake	352	END	1600370541922	1600370542710
USER	AdvDevStudyDataLake	377	START	1600370542723	1600370542723
USER	AdvDevStudyDataLake	378	START	1600370542751	1600370542751
REQUEST	353		request_1	1600370541952	1600370542756	OK	 
USER	AdvDevStudyDataLake	353	END	1600370541952	1600370542757
USER	AdvDevStudyDataLake	379	START	1600370542781	1600370542781
REQUEST	354		request_1	1600370541983	1600370542786	OK	 
USER	AdvDevStudyDataLake	354	END	1600370541983	1600370542788
REQUEST	355		request_1	1600370542014	1600370542802	OK	 
USER	AdvDevStudyDataLake	355	END	1600370542013	1600370542803
USER	AdvDevStudyDataLake	380	START	1600370542811	1600370542811
USER	AdvDevStudyDataLake	381	START	1600370542841	1600370542841
REQUEST	356		request_1	1600370542052	1600370542860	OK	 
USER	AdvDevStudyDataLake	356	END	1600370542051	1600370542860
USER	AdvDevStudyDataLake	382	START	1600370542871	1600370542871
USER	AdvDevStudyDataLake	383	START	1600370542901	1600370542901
REQUEST	357		request_1	1600370542083	1600370542909	OK	 
USER	AdvDevStudyDataLake	357	END	1600370542083	1600370542910
REQUEST	358		request_1	1600370542112	1600370542922	OK	 
USER	AdvDevStudyDataLake	358	END	1600370542111	1600370542923
USER	AdvDevStudyDataLake	384	START	1600370542943	1600370542943
REQUEST	359		request_1	1600370542143	1600370542949	OK	 
USER	AdvDevStudyDataLake	359	END	1600370542142	1600370542950
USER	AdvDevStudyDataLake	385	START	1600370542973	1600370542973
REQUEST	360		request_1	1600370542182	1600370542991	OK	 
USER	AdvDevStudyDataLake	360	END	1600370542181	1600370542992
USER	AdvDevStudyDataLake	386	START	1600370543003	1600370543003
USER	AdvDevStudyDataLake	387	START	1600370543031	1600370543031
REQUEST	362		request_1	1600370542242	1600370543037	OK	 
USER	AdvDevStudyDataLake	362	END	1600370542242	1600370543037
USER	AdvDevStudyDataLake	388	START	1600370543063	1600370543063
REQUEST	361		request_1	1600370542213	1600370543065	OK	 
USER	AdvDevStudyDataLake	361	END	1600370542212	1600370543066
REQUEST	363		request_1	1600370542271	1600370543079	OK	 
USER	AdvDevStudyDataLake	363	END	1600370542271	1600370543080
USER	AdvDevStudyDataLake	389	START	1600370543091	1600370543091
REQUEST	364		request_1	1600370542301	1600370543117	OK	 
USER	AdvDevStudyDataLake	364	END	1600370542301	1600370543117
USER	AdvDevStudyDataLake	390	START	1600370543123	1600370543123
REQUEST	365		request_1	1600370542343	1600370543145	OK	 
USER	AdvDevStudyDataLake	365	END	1600370542342	1600370543146
USER	AdvDevStudyDataLake	391	START	1600370543151	1600370543151
USER	AdvDevStudyDataLake	392	START	1600370543193	1600370543193
REQUEST	367		request_1	1600370542401	1600370543221	OK	 
REQUEST	368		request_1	1600370542432	1600370543221	OK	 
USER	AdvDevStudyDataLake	393	START	1600370543221	1600370543221
USER	AdvDevStudyDataLake	368	END	1600370542432	1600370543222
USER	AdvDevStudyDataLake	367	END	1600370542401	1600370543222
USER	AdvDevStudyDataLake	394	START	1600370543253	1600370543253
USER	AdvDevStudyDataLake	395	START	1600370543282	1600370543282
REQUEST	369		request_1	1600370542473	1600370543287	OK	 
USER	AdvDevStudyDataLake	369	END	1600370542473	1600370543288
USER	AdvDevStudyDataLake	396	START	1600370543311	1600370543311
REQUEST	370		request_1	1600370542502	1600370543318	OK	 
USER	AdvDevStudyDataLake	370	END	1600370542502	1600370543319
REQUEST	371		request_1	1600370542533	1600370543340	OK	 
USER	AdvDevStudyDataLake	371	END	1600370542533	1600370543341
USER	AdvDevStudyDataLake	397	START	1600370543341	1600370543341
REQUEST	372		request_1	1600370542565	1600370543366	OK	 
USER	AdvDevStudyDataLake	372	END	1600370542564	1600370543367
USER	AdvDevStudyDataLake	398	START	1600370543371	1600370543371
REQUEST	373		request_1	1600370542592	1600370543385	OK	 
USER	AdvDevStudyDataLake	373	END	1600370542592	1600370543386
USER	AdvDevStudyDataLake	399	START	1600370543402	1600370543402
REQUEST	374		request_1	1600370542623	1600370543427	OK	 
USER	AdvDevStudyDataLake	374	END	1600370542623	1600370543428
USER	AdvDevStudyDataLake	400	START	1600370543441	1600370543441
REQUEST	375		request_1	1600370542653	1600370543456	OK	 
USER	AdvDevStudyDataLake	375	END	1600370542653	1600370543457
USER	AdvDevStudyDataLake	401	START	1600370543471	1600370543471
USER	AdvDevStudyDataLake	402	START	1600370543502	1600370543502
REQUEST	376		request_1	1600370542697	1600370543504	OK	 
USER	AdvDevStudyDataLake	376	END	1600370542696	1600370543505
REQUEST	377		request_1	1600370542724	1600370543526	OK	 
USER	AdvDevStudyDataLake	377	END	1600370542723	1600370543527
USER	AdvDevStudyDataLake	403	START	1600370543532	1600370543532
USER	AdvDevStudyDataLake	404	START	1600370543562	1600370543562
REQUEST	378		request_1	1600370542752	1600370543568	OK	 
USER	AdvDevStudyDataLake	378	END	1600370542751	1600370543569
REQUEST	379		request_1	1600370542782	1600370543587	OK	 
USER	AdvDevStudyDataLake	379	END	1600370542781	1600370543588
USER	AdvDevStudyDataLake	405	START	1600370543592	1600370543592
REQUEST	380		request_1	1600370542811	1600370543613	OK	 
USER	AdvDevStudyDataLake	380	END	1600370542811	1600370543613
USER	AdvDevStudyDataLake	406	START	1600370543624	1600370543624
REQUEST	381		request_1	1600370542842	1600370543649	OK	 
USER	AdvDevStudyDataLake	381	END	1600370542841	1600370543650
USER	AdvDevStudyDataLake	407	START	1600370543652	1600370543652
REQUEST	382		request_1	1600370542872	1600370543665	OK	 
USER	AdvDevStudyDataLake	382	END	1600370542871	1600370543665
USER	AdvDevStudyDataLake	408	START	1600370543681	1600370543681
USER	AdvDevStudyDataLake	409	START	1600370543713	1600370543713
REQUEST	383		request_1	1600370542902	1600370543724	OK	 
USER	AdvDevStudyDataLake	383	END	1600370542901	1600370543724
USER	AdvDevStudyDataLake	410	START	1600370543741	1600370543741
REQUEST	384		request_1	1600370542943	1600370543743	OK	 
USER	AdvDevStudyDataLake	384	END	1600370542943	1600370543744
USER	AdvDevStudyDataLake	411	START	1600370543781	1600370543781
REQUEST	385		request_1	1600370542974	1600370543782	OK	 
USER	AdvDevStudyDataLake	385	END	1600370542973	1600370543783
REQUEST	386		request_1	1600370543003	1600370543803	OK	 
USER	AdvDevStudyDataLake	386	END	1600370543003	1600370543804
USER	AdvDevStudyDataLake	412	START	1600370543814	1600370543814
REQUEST	387		request_1	1600370543032	1600370543829	OK	 
USER	AdvDevStudyDataLake	387	END	1600370543031	1600370543830
USER	AdvDevStudyDataLake	413	START	1600370543843	1600370543843
REQUEST	388		request_1	1600370543064	1600370543865	OK	 
USER	AdvDevStudyDataLake	388	END	1600370543063	1600370543866
USER	AdvDevStudyDataLake	414	START	1600370543871	1600370543871
REQUEST	389		request_1	1600370543091	1600370543901	OK	 
USER	AdvDevStudyDataLake	389	END	1600370543091	1600370543902
USER	AdvDevStudyDataLake	415	START	1600370543901	1600370543901
REQUEST	390		request_1	1600370543123	1600370543908	OK	 
USER	AdvDevStudyDataLake	390	END	1600370543123	1600370543909
USER	AdvDevStudyDataLake	416	START	1600370543933	1600370543933
REQUEST	391		request_1	1600370543152	1600370543946	OK	 
USER	AdvDevStudyDataLake	391	END	1600370543151	1600370543946
USER	AdvDevStudyDataLake	417	START	1600370543963	1600370543963
USER	AdvDevStudyDataLake	418	START	1600370543992	1600370543992
REQUEST	392		request_1	1600370543194	1600370543999	OK	 
USER	AdvDevStudyDataLake	392	END	1600370543193	1600370544000
REQUEST	393		request_1	1600370543222	1600370544020	OK	 
USER	AdvDevStudyDataLake	393	END	1600370543221	1600370544021
USER	AdvDevStudyDataLake	419	START	1600370544023	1600370544023
USER	AdvDevStudyDataLake	420	START	1600370544053	1600370544053
REQUEST	394		request_1	1600370543254	1600370544055	OK	 
USER	AdvDevStudyDataLake	394	END	1600370543253	1600370544056
REQUEST	395		request_1	1600370543282	1600370544073	OK	 
USER	AdvDevStudyDataLake	395	END	1600370543282	1600370544074
USER	AdvDevStudyDataLake	421	START	1600370544082	1600370544082
REQUEST	396		request_1	1600370543312	1600370544109	OK	 
USER	AdvDevStudyDataLake	396	END	1600370543311	1600370544110
USER	AdvDevStudyDataLake	422	START	1600370544112	1600370544112
REQUEST	397		request_1	1600370543341	1600370544129	OK	 
USER	AdvDevStudyDataLake	397	END	1600370543341	1600370544130
USER	AdvDevStudyDataLake	423	START	1600370544142	1600370544142
REQUEST	398		request_1	1600370543372	1600370544161	OK	 
USER	AdvDevStudyDataLake	398	END	1600370543371	1600370544162
USER	AdvDevStudyDataLake	424	START	1600370544171	1600370544171
USER	AdvDevStudyDataLake	425	START	1600370544202	1600370544202
REQUEST	399		request_1	1600370543403	1600370544205	OK	 
USER	AdvDevStudyDataLake	399	END	1600370543402	1600370544205
REQUEST	400		request_1	1600370543441	1600370544231	OK	 
USER	AdvDevStudyDataLake	426	START	1600370544232	1600370544232
USER	AdvDevStudyDataLake	400	END	1600370543441	1600370544232
USER	AdvDevStudyDataLake	427	START	1600370544261	1600370544261
REQUEST	401		request_1	1600370543471	1600370544270	OK	 
USER	AdvDevStudyDataLake	401	END	1600370543471	1600370544271
REQUEST	366		request_1	1600370542371	1600370544290	OK	 
USER	AdvDevStudyDataLake	366	END	1600370542371	1600370544290
USER	AdvDevStudyDataLake	428	START	1600370544291	1600370544291
REQUEST	402		request_1	1600370543503	1600370544301	OK	 
USER	AdvDevStudyDataLake	402	END	1600370543502	1600370544302
USER	AdvDevStudyDataLake	429	START	1600370544323	1600370544323
USER	AdvDevStudyDataLake	430	START	1600370544351	1600370544351
REQUEST	404		request_1	1600370543562	1600370544373	OK	 
USER	AdvDevStudyDataLake	404	END	1600370543562	1600370544374
USER	AdvDevStudyDataLake	431	START	1600370544383	1600370544383
REQUEST	405		request_1	1600370543592	1600370544398	OK	 
USER	AdvDevStudyDataLake	405	END	1600370543592	1600370544399
USER	AdvDevStudyDataLake	432	START	1600370544411	1600370544411
REQUEST	403		request_1	1600370543532	1600370544415	OK	 
USER	AdvDevStudyDataLake	403	END	1600370543532	1600370544416
REQUEST	406		request_1	1600370543624	1600370544417	OK	 
USER	AdvDevStudyDataLake	406	END	1600370543624	1600370544418
USER	AdvDevStudyDataLake	433	START	1600370544443	1600370544443
REQUEST	407		request_1	1600370543653	1600370544460	OK	 
USER	AdvDevStudyDataLake	407	END	1600370543652	1600370544461
USER	AdvDevStudyDataLake	434	START	1600370544472	1600370544472
REQUEST	408		request_1	1600370543681	1600370544476	OK	 
USER	AdvDevStudyDataLake	408	END	1600370543681	1600370544477
USER	AdvDevStudyDataLake	435	START	1600370544501	1600370544501
USER	AdvDevStudyDataLake	436	START	1600370544531	1600370544531
REQUEST	409		request_1	1600370543713	1600370544548	OK	 
USER	AdvDevStudyDataLake	409	END	1600370543713	1600370544549
REQUEST	410		request_1	1600370543742	1600370544549	OK	 
USER	AdvDevStudyDataLake	410	END	1600370543741	1600370544550
USER	AdvDevStudyDataLake	437	START	1600370544561	1600370544561
REQUEST	411		request_1	1600370543782	1600370544590	OK	 
USER	AdvDevStudyDataLake	411	END	1600370543781	1600370544591
USER	AdvDevStudyDataLake	438	START	1600370544592	1600370544592
USER	AdvDevStudyDataLake	439	START	1600370544622	1600370544622
REQUEST	413		request_1	1600370543843	1600370544635	OK	 
USER	AdvDevStudyDataLake	413	END	1600370543843	1600370544636
USER	AdvDevStudyDataLake	440	START	1600370544651	1600370544651
REQUEST	412		request_1	1600370543814	1600370544670	OK	 
USER	AdvDevStudyDataLake	412	END	1600370543814	1600370544671
REQUEST	414		request_1	1600370543872	1600370544677	OK	 
USER	AdvDevStudyDataLake	414	END	1600370543871	1600370544679
USER	AdvDevStudyDataLake	441	START	1600370544682	1600370544682
REQUEST	415		request_1	1600370543902	1600370544703	OK	 
USER	AdvDevStudyDataLake	415	END	1600370543901	1600370544703
USER	AdvDevStudyDataLake	442	START	1600370544712	1600370544712
REQUEST	416		request_1	1600370543933	1600370544740	OK	 
USER	AdvDevStudyDataLake	416	END	1600370543933	1600370544740
USER	AdvDevStudyDataLake	443	START	1600370544741	1600370544741
REQUEST	417		request_1	1600370543963	1600370544750	OK	 
USER	AdvDevStudyDataLake	417	END	1600370543963	1600370544751
USER	AdvDevStudyDataLake	444	START	1600370544771	1600370544771
REQUEST	418		request_1	1600370543992	1600370544783	OK	 
USER	AdvDevStudyDataLake	418	END	1600370543992	1600370544784
USER	AdvDevStudyDataLake	445	START	1600370544803	1600370544803
REQUEST	419		request_1	1600370544023	1600370544831	OK	 
USER	AdvDevStudyDataLake	446	START	1600370544832	1600370544832
USER	AdvDevStudyDataLake	419	END	1600370544023	1600370544832
REQUEST	420		request_1	1600370544054	1600370544850	OK	 
USER	AdvDevStudyDataLake	420	END	1600370544053	1600370544850
USER	AdvDevStudyDataLake	447	START	1600370544862	1600370544862
REQUEST	421		request_1	1600370544082	1600370544889	OK	 
USER	AdvDevStudyDataLake	421	END	1600370544082	1600370544890
USER	AdvDevStudyDataLake	448	START	1600370544891	1600370544891
REQUEST	422		request_1	1600370544112	1600370544914	OK	 
USER	AdvDevStudyDataLake	422	END	1600370544112	1600370544915
USER	AdvDevStudyDataLake	449	START	1600370544923	1600370544923
REQUEST	423		request_1	1600370544143	1600370544952	OK	 
USER	AdvDevStudyDataLake	450	START	1600370544951	1600370544951
USER	AdvDevStudyDataLake	423	END	1600370544142	1600370544952
REQUEST	424		request_1	1600370544171	1600370544965	OK	 
USER	AdvDevStudyDataLake	424	END	1600370544171	1600370544966
USER	AdvDevStudyDataLake	451	START	1600370544972	1600370544972
REQUEST	425		request_1	1600370544203	1600370544999	OK	 
USER	AdvDevStudyDataLake	425	END	1600370544202	1600370545000
USER	AdvDevStudyDataLake	452	START	1600370545001	1600370545001
USER	AdvDevStudyDataLake	453	START	1600370545031	1600370545031
REQUEST	426		request_1	1600370544232	1600370545036	OK	 
USER	AdvDevStudyDataLake	426	END	1600370544232	1600370545036
USER	AdvDevStudyDataLake	454	START	1600370545061	1600370545061
REQUEST	427		request_1	1600370544262	1600370545064	OK	 
USER	AdvDevStudyDataLake	427	END	1600370544261	1600370545065
REQUEST	428		request_1	1600370544291	1600370545088	OK	 
USER	AdvDevStudyDataLake	428	END	1600370544291	1600370545088
USER	AdvDevStudyDataLake	455	START	1600370545092	1600370545092
USER	AdvDevStudyDataLake	456	START	1600370545123	1600370545123
REQUEST	429		request_1	1600370544323	1600370545124	OK	 
USER	AdvDevStudyDataLake	429	END	1600370544323	1600370545125
USER	AdvDevStudyDataLake	457	START	1600370545152	1600370545152
REQUEST	430		request_1	1600370544352	1600370545155	OK	 
USER	AdvDevStudyDataLake	430	END	1600370544351	1600370545156
REQUEST	431		request_1	1600370544383	1600370545180	OK	 
USER	AdvDevStudyDataLake	431	END	1600370544383	1600370545181
USER	AdvDevStudyDataLake	458	START	1600370545182	1600370545182
USER	AdvDevStudyDataLake	459	START	1600370545211	1600370545211
REQUEST	432		request_1	1600370544412	1600370545221	OK	 
USER	AdvDevStudyDataLake	432	END	1600370544411	1600370545222
USER	AdvDevStudyDataLake	460	START	1600370545241	1600370545241
REQUEST	433		request_1	1600370544443	1600370545252	OK	 
USER	AdvDevStudyDataLake	433	END	1600370544443	1600370545253
REQUEST	434		request_1	1600370544472	1600370545267	OK	 
USER	AdvDevStudyDataLake	434	END	1600370544472	1600370545268
USER	AdvDevStudyDataLake	461	START	1600370545272	1600370545272
USER	AdvDevStudyDataLake	462	START	1600370545302	1600370545302
REQUEST	435		request_1	1600370544502	1600370545306	OK	 
USER	AdvDevStudyDataLake	435	END	1600370544501	1600370545306
USER	AdvDevStudyDataLake	463	START	1600370545331	1600370545331
