RUN	studydatalake.AdvDevStudyDataLake	advdevstudydatalake	1600369241282	 	3.3.1
USER	AdvDevStudyDataLake	41	END	1600369245427	1600369246259
USER	AdvDevStudyDataLake	56	START	1600369246277	1600369246277
USER	AdvDevStudyDataLake	57	START	1600369246328	1600369246328
REQUEST	42		request_1	1600369245487	1600369246342	OK	 
USER	AdvDevStudyDataLake	42	END	1600369245486	1600369246343
USER	AdvDevStudyDataLake	58	START	1600369246376	1600369246376
USER	AdvDevStudyDataLake	59	START	1600369246435	1600369246435
REQUEST	43		request_1	1600369245548	1600369246443	OK	 
USER	AdvDevStudyDataLake	43	END	1600369245547	1600369246444
USER	AdvDevStudyDataLake	60	START	1600369246486	1600369246486
REQUEST	44		request_1	1600369245610	1600369246501	OK	 
USER	AdvDevStudyDataLake	44	END	1600369245610	1600369246502
USER	AdvDevStudyDataLake	61	START	1600369246537	1600369246537
USER	AdvDevStudyDataLake	62	START	1600369246586	1600369246586
REQUEST	45		request_1	1600369245669	1600369246596	OK	 
USER	AdvDevStudyDataLake	45	END	1600369245668	1600369246597
REQUEST	46		request_1	1600369245730	1600369246604	OK	 
USER	AdvDevStudyDataLake	46	END	1600369245727	1600369246605
USER	AdvDevStudyDataLake	63	START	1600369246649	1600369246649
REQUEST	47		request_1	1600369245787	1600369246660	OK	 
USER	AdvDevStudyDataLake	47	END	1600369245786	1600369246665
USER	AdvDevStudyDataLake	64	START	1600369246696	1600369246696
REQUEST	48		request_1	1600369245847	1600369246740	OK	 
USER	AdvDevStudyDataLake	48	END	1600369245847	1600369246741
USER	AdvDevStudyDataLake	65	START	1600369246746	1600369246746
REQUEST	49		request_1	1600369245896	1600369246764	OK	 
USER	AdvDevStudyDataLake	49	END	1600369245896	1600369246765
USER	AdvDevStudyDataLake	66	START	1600369246796	1600369246796
REQUEST	50		request_1	1600369245957	1600369246799	OK	 
USER	AdvDevStudyDataLake	50	END	1600369245956	1600369246800
USER	AdvDevStudyDataLake	67	START	1600369246856	1600369246856
REQUEST	52		request_1	1600369246066	1600369246902	OK	 
USER	AdvDevStudyDataLake	52	END	1600369246066	1600369246903
USER	AdvDevStudyDataLake	68	START	1600369246908	1600369246908
REQUEST	53		request_1	1600369246117	1600369246943	OK	 
USER	AdvDevStudyDataLake	53	END	1600369246116	1600369246946
USER	AdvDevStudyDataLake	69	START	1600369246957	1600369246957
REQUEST	51		request_1	1600369246007	1600369246963	OK	 
USER	AdvDevStudyDataLake	51	END	1600369246006	1600369246964
USER	AdvDevStudyDataLake	70	START	1600369247008	1600369247008
USER	AdvDevStudyDataLake	71	START	1600369247068	1600369247068
REQUEST	55		request_1	1600369246229	1600369247084	OK	 
REQUEST	54		request_1	1600369246167	1600369247084	OK	 
USER	AdvDevStudyDataLake	54	END	1600369246167	1600369247085
USER	AdvDevStudyDataLake	55	END	1600369246227	1600369247085
USER	AdvDevStudyDataLake	72	START	1600369247116	1600369247116
USER	AdvDevStudyDataLake	73	START	1600369247168	1600369247168
REQUEST	56		request_1	1600369246278	1600369247179	OK	 
USER	AdvDevStudyDataLake	56	END	1600369246277	1600369247181
REQUEST	57		request_1	1600369246328	1600369247186	OK	 
USER	AdvDevStudyDataLake	57	END	1600369246328	1600369247187
USER	AdvDevStudyDataLake	74	START	1600369247218	1600369247218
REQUEST	58		request_1	1600369246377	1600369247224	OK	 
USER	AdvDevStudyDataLake	58	END	1600369246376	1600369247225
REQUEST	59		request_1	1600369246436	1600369247266	OK	 
USER	AdvDevStudyDataLake	59	END	1600369246435	1600369247266
USER	AdvDevStudyDataLake	75	START	1600369247277	1600369247277
USER	AdvDevStudyDataLake	76	START	1600369247328	1600369247328
REQUEST	60		request_1	1600369246486	1600369247366	OK	 
USER	AdvDevStudyDataLake	60	END	1600369246486	1600369247367
USER	AdvDevStudyDataLake	77	START	1600369247377	1600369247377
REQUEST	61		request_1	1600369246538	1600369247389	OK	 
USER	AdvDevStudyDataLake	61	END	1600369246537	1600369247390
USER	AdvDevStudyDataLake	78	START	1600369247426	1600369247426
REQUEST	62		request_1	1600369246586	1600369247482	OK	 
USER	AdvDevStudyDataLake	62	END	1600369246586	1600369247483
USER	AdvDevStudyDataLake	79	START	1600369247487	1600369247487
REQUEST	63		request_1	1600369246650	1600369247504	OK	 
USER	AdvDevStudyDataLake	63	END	1600369246649	1600369247506
USER	AdvDevStudyDataLake	80	START	1600369247536	1600369247536
USER	AdvDevStudyDataLake	81	START	1600369247590	1600369247590
REQUEST	65		request_1	1600369246747	1600369247606	OK	 
USER	AdvDevStudyDataLake	65	END	1600369246746	1600369247609
REQUEST	64		request_1	1600369246697	1600369247645	OK	 
USER	AdvDevStudyDataLake	64	END	1600369246696	1600369247645
USER	AdvDevStudyDataLake	82	START	1600369247646	1600369247646
USER	AdvDevStudyDataLake	83	START	1600369247697	1600369247697
REQUEST	66		request_1	1600369246797	1600369247702	OK	 
USER	AdvDevStudyDataLake	66	END	1600369246796	1600369247703
REQUEST	67		request_1	1600369246857	1600369247729	OK	 
USER	AdvDevStudyDataLake	67	END	1600369246856	1600369247730
USER	AdvDevStudyDataLake	84	START	1600369247746	1600369247746
REQUEST	68		request_1	1600369246909	1600369247766	OK	 
USER	AdvDevStudyDataLake	68	END	1600369246908	1600369247767
USER	AdvDevStudyDataLake	85	START	1600369247797	1600369247797
REQUEST	69		request_1	1600369246958	1600369247803	OK	 
USER	AdvDevStudyDataLake	69	END	1600369246957	1600369247804
REQUEST	70		request_1	1600369247009	1600369247823	OK	 
USER	AdvDevStudyDataLake	70	END	1600369247008	1600369247824
USER	AdvDevStudyDataLake	86	START	1600369247858	1600369247858
USER	AdvDevStudyDataLake	87	START	1600369247908	1600369247908
USER	AdvDevStudyDataLake	88	START	1600369247957	1600369247957
REQUEST	72		request_1	1600369247117	1600369247984	OK	 
REQUEST	73		request_1	1600369247169	1600369247985	OK	 
USER	AdvDevStudyDataLake	72	END	1600369247116	1600369247985
USER	AdvDevStudyDataLake	73	END	1600369247168	1600369247986
REQUEST	71		request_1	1600369247069	1600369247998	OK	 
USER	AdvDevStudyDataLake	71	END	1600369247068	1600369247999
USER	AdvDevStudyDataLake	89	START	1600369248009	1600369248009
USER	AdvDevStudyDataLake	90	START	1600369248056	1600369248056
REQUEST	74		request_1	1600369247219	1600369248063	OK	 
USER	AdvDevStudyDataLake	74	END	1600369247218	1600369248064
USER	AdvDevStudyDataLake	91	START	1600369248097	1600369248097
REQUEST	75		request_1	1600369247278	1600369248122	OK	 
USER	AdvDevStudyDataLake	75	END	1600369247277	1600369248123
USER	AdvDevStudyDataLake	92	START	1600369248146	1600369248146
REQUEST	76		request_1	1600369247328	1600369248184	OK	 
USER	AdvDevStudyDataLake	76	END	1600369247328	1600369248185
USER	AdvDevStudyDataLake	93	START	1600369248196	1600369248196
REQUEST	77		request_1	1600369247378	1600369248202	OK	 
USER	AdvDevStudyDataLake	77	END	1600369247377	1600369248202
USER	AdvDevStudyDataLake	94	START	1600369248245	1600369248245
REQUEST	78		request_1	1600369247427	1600369248276	OK	 
USER	AdvDevStudyDataLake	78	END	1600369247426	1600369248278
USER	AdvDevStudyDataLake	95	START	1600369248287	1600369248287
USER	AdvDevStudyDataLake	96	START	1600369248336	1600369248336
REQUEST	79		request_1	1600369247488	1600369248348	OK	 
USER	AdvDevStudyDataLake	79	END	1600369247487	1600369248348
REQUEST	80		request_1	1600369247537	1600369248381	OK	 
USER	AdvDevStudyDataLake	80	END	1600369247536	1600369248382
USER	AdvDevStudyDataLake	97	START	1600369248386	1600369248386
USER	AdvDevStudyDataLake	98	START	1600369248436	1600369248436
REQUEST	81		request_1	1600369247590	1600369248439	OK	 
USER	AdvDevStudyDataLake	81	END	1600369247590	1600369248440
USER	AdvDevStudyDataLake	99	START	1600369248477	1600369248477
REQUEST	82		request_1	1600369247647	1600369248504	OK	 
USER	AdvDevStudyDataLake	82	END	1600369247646	1600369248506
REQUEST	83		request_1	1600369247699	1600369248522	OK	 
USER	AdvDevStudyDataLake	83	END	1600369247697	1600369248523
USER	AdvDevStudyDataLake	100	START	1600369248527	1600369248527
USER	AdvDevStudyDataLake	101	START	1600369248576	1600369248576
REQUEST	85		request_1	1600369247798	1600369248616	OK	 
USER	AdvDevStudyDataLake	85	END	1600369247797	1600369248617
REQUEST	84		request_1	1600369247746	1600369248625	OK	 
USER	AdvDevStudyDataLake	84	END	1600369247746	1600369248626
USER	AdvDevStudyDataLake	102	START	1600369248627	1600369248627
USER	AdvDevStudyDataLake	103	START	1600369248677	1600369248677
REQUEST	87		request_1	1600369247908	1600369248709	OK	 
USER	AdvDevStudyDataLake	87	END	1600369247908	1600369248710
USER	AdvDevStudyDataLake	104	START	1600369248716	1600369248716
USER	AdvDevStudyDataLake	105	START	1600369248766	1600369248766
REQUEST	86		request_1	1600369247858	1600369248803	OK	 
USER	AdvDevStudyDataLake	86	END	1600369247858	1600369248805
USER	AdvDevStudyDataLake	106	START	1600369248819	1600369248819
REQUEST	88		request_1	1600369247958	1600369248841	OK	 
REQUEST	89		request_1	1600369248009	1600369248841	OK	 
USER	AdvDevStudyDataLake	88	END	1600369247957	1600369248842
USER	AdvDevStudyDataLake	89	END	1600369248009	1600369248842
USER	AdvDevStudyDataLake	107	START	1600369248868	1600369248868
REQUEST	90		request_1	1600369248057	1600369248905	OK	 
USER	AdvDevStudyDataLake	90	END	1600369248056	1600369248906
USER	AdvDevStudyDataLake	108	START	1600369248906	1600369248906
REQUEST	91		request_1	1600369248098	1600369248944	OK	 
USER	AdvDevStudyDataLake	91	END	1600369248097	1600369248945
USER	AdvDevStudyDataLake	109	START	1600369248957	1600369248957
REQUEST	92		request_1	1600369248147	1600369248999	OK	 
USER	AdvDevStudyDataLake	92	END	1600369248146	1600369249000
USER	AdvDevStudyDataLake	110	START	1600369249008	1600369249008
USER	AdvDevStudyDataLake	111	START	1600369249047	1600369249047
REQUEST	93		request_1	1600369248196	1600369249086	OK	 
USER	AdvDevStudyDataLake	93	END	1600369248196	1600369249087
USER	AdvDevStudyDataLake	112	START	1600369249096	1600369249096
REQUEST	95		request_1	1600369248287	1600369249114	OK	 
USER	AdvDevStudyDataLake	95	END	1600369248287	1600369249115
USER	AdvDevStudyDataLake	113	START	1600369249136	1600369249136
REQUEST	94		request_1	1600369248246	1600369249142	OK	 
USER	AdvDevStudyDataLake	94	END	1600369248245	1600369249143
REQUEST	96		request_1	1600369248337	1600369249176	OK	 
USER	AdvDevStudyDataLake	96	END	1600369248336	1600369249177
USER	AdvDevStudyDataLake	114	START	1600369249186	1600369249186
REQUEST	97		request_1	1600369248386	1600369249222	OK	 
USER	AdvDevStudyDataLake	97	END	1600369248386	1600369249223
USER	AdvDevStudyDataLake	115	START	1600369249226	1600369249226
REQUEST	98		request_1	1600369248437	1600369249272	OK	 
USER	AdvDevStudyDataLake	98	END	1600369248436	1600369249272
USER	AdvDevStudyDataLake	116	START	1600369249276	1600369249276
USER	AdvDevStudyDataLake	117	START	1600369249326	1600369249326
REQUEST	99		request_1	1600369248478	1600369249365	OK	 
USER	AdvDevStudyDataLake	99	END	1600369248477	1600369249366
USER	AdvDevStudyDataLake	118	START	1600369249365	1600369249365
REQUEST	100		request_1	1600369248528	1600369249414	OK	 
USER	AdvDevStudyDataLake	100	END	1600369248527	1600369249415
USER	AdvDevStudyDataLake	119	START	1600369249418	1600369249418
REQUEST	102		request_1	1600369248628	1600369249443	OK	 
REQUEST	101		request_1	1600369248576	1600369249443	OK	 
USER	AdvDevStudyDataLake	102	END	1600369248627	1600369249443
USER	AdvDevStudyDataLake	101	END	1600369248576	1600369249443
USER	AdvDevStudyDataLake	120	START	1600369249458	1600369249458
USER	AdvDevStudyDataLake	121	START	1600369249508	1600369249508
REQUEST	104		request_1	1600369248717	1600369249528	OK	 
USER	AdvDevStudyDataLake	104	END	1600369248716	1600369249529
REQUEST	103		request_1	1600369248678	1600369249541	OK	 
USER	AdvDevStudyDataLake	103	END	1600369248677	1600369249542
USER	AdvDevStudyDataLake	122	START	1600369249546	1600369249546
USER	AdvDevStudyDataLake	123	START	1600369249597	1600369249597
USER	AdvDevStudyDataLake	124	START	1600369249636	1600369249636
REQUEST	106		request_1	1600369248819	1600369249663	OK	 
USER	AdvDevStudyDataLake	106	END	1600369248819	1600369249663
USER	AdvDevStudyDataLake	125	START	1600369249688	1600369249688
REQUEST	108		request_1	1600369248907	1600369249714	OK	 
USER	AdvDevStudyDataLake	108	END	1600369248906	1600369249716
REQUEST	107		request_1	1600369248869	1600369249723	OK	 
USER	AdvDevStudyDataLake	107	END	1600369248868	1600369249723
USER	AdvDevStudyDataLake	126	START	1600369249729	1600369249729
REQUEST	105		request_1	1600369248766	1600369249748	OK	 
USER	AdvDevStudyDataLake	105	END	1600369248766	1600369249749
USER	AdvDevStudyDataLake	127	START	1600369249778	1600369249778
REQUEST	109		request_1	1600369248958	1600369249805	OK	 
USER	AdvDevStudyDataLake	109	END	1600369248957	1600369249806
USER	AdvDevStudyDataLake	128	START	1600369249828	1600369249828
USER	AdvDevStudyDataLake	129	START	1600369249866	1600369249866
REQUEST	111		request_1	1600369249048	1600369249920	OK	 
USER	AdvDevStudyDataLake	130	START	1600369249919	1600369249919
REQUEST	110		request_1	1600369249010	1600369249920	OK	 
USER	AdvDevStudyDataLake	111	END	1600369249047	1600369249921
USER	AdvDevStudyDataLake	110	END	1600369249008	1600369249921
USER	AdvDevStudyDataLake	131	START	1600369249957	1600369249957
REQUEST	112		request_1	1600369249097	1600369249994	OK	 
USER	AdvDevStudyDataLake	112	END	1600369249096	1600369249995
REQUEST	113		request_1	1600369249136	1600369250002	OK	 
USER	AdvDevStudyDataLake	113	END	1600369249136	1600369250003
USER	AdvDevStudyDataLake	132	START	1600369250008	1600369250008
REQUEST	114		request_1	1600369249187	1600369250040	OK	 
USER	AdvDevStudyDataLake	114	END	1600369249186	1600369250041
REQUEST	115		request_1	1600369249227	1600369250046	OK	 
USER	AdvDevStudyDataLake	115	END	1600369249226	1600369250047
USER	AdvDevStudyDataLake	133	START	1600369250047	1600369250047
USER	AdvDevStudyDataLake	134	START	1600369250097	1600369250097
REQUEST	116		request_1	1600369249277	1600369250098	OK	 
USER	AdvDevStudyDataLake	116	END	1600369249276	1600369250099
USER	AdvDevStudyDataLake	135	START	1600369250136	1600369250136
REQUEST	118		request_1	1600369249366	1600369250162	OK	 
USER	AdvDevStudyDataLake	118	END	1600369249365	1600369250163
USER	AdvDevStudyDataLake	136	START	1600369250186	1600369250186
REQUEST	117		request_1	1600369249327	1600369250199	OK	 
USER	AdvDevStudyDataLake	117	END	1600369249326	1600369250200
USER	AdvDevStudyDataLake	137	START	1600369250227	1600369250227
USER	AdvDevStudyDataLake	138	START	1600369250277	1600369250277
REQUEST	120		request_1	1600369249458	1600369250280	OK	 
USER	AdvDevStudyDataLake	120	END	1600369249458	1600369250281
USER	AdvDevStudyDataLake	139	START	1600369250325	1600369250325
USER	AdvDevStudyDataLake	140	START	1600369250368	1600369250368
REQUEST	122		request_1	1600369249546	1600369250378	OK	 
USER	AdvDevStudyDataLake	122	END	1600369249546	1600369250379
REQUEST	121		request_1	1600369249509	1600369250383	OK	 
USER	AdvDevStudyDataLake	121	END	1600369249508	1600369250384
REQUEST	119		request_1	1600369249419	1600369250390	OK	 
USER	AdvDevStudyDataLake	119	END	1600369249418	1600369250391
USER	AdvDevStudyDataLake	141	START	1600369250416	1600369250416
USER	AdvDevStudyDataLake	142	START	1600369250458	1600369250458
REQUEST	124		request_1	1600369249637	1600369250485	OK	 
REQUEST	123		request_1	1600369249598	1600369250485	OK	 
USER	AdvDevStudyDataLake	124	END	1600369249636	1600369250486
USER	AdvDevStudyDataLake	123	END	1600369249597	1600369250486
USER	AdvDevStudyDataLake	143	START	1600369250507	1600369250507
USER	AdvDevStudyDataLake	144	START	1600369250546	1600369250546
REQUEST	126		request_1	1600369249730	1600369250563	OK	 
USER	AdvDevStudyDataLake	126	END	1600369249729	1600369250564
REQUEST	125		request_1	1600369249689	1600369250564	OK	 
USER	AdvDevStudyDataLake	125	END	1600369249688	1600369250565
USER	AdvDevStudyDataLake	145	START	1600369250598	1600369250598
USER	AdvDevStudyDataLake	146	START	1600369250636	1600369250636
REQUEST	127		request_1	1600369249779	1600369250645	OK	 
USER	AdvDevStudyDataLake	127	END	1600369249778	1600369250646
REQUEST	128		request_1	1600369249830	1600369250662	OK	 
USER	AdvDevStudyDataLake	128	END	1600369249828	1600369250663
USER	AdvDevStudyDataLake	147	START	1600369250687	1600369250687
USER	AdvDevStudyDataLake	148	START	1600369250727	1600369250727
REQUEST	131		request_1	1600369249958	1600369250758	OK	 
USER	AdvDevStudyDataLake	131	END	1600369249957	1600369250760
REQUEST	129		request_1	1600369249867	1600369250764	OK	 
USER	AdvDevStudyDataLake	129	END	1600369249866	1600369250765
USER	AdvDevStudyDataLake	149	START	1600369250777	1600369250777
USER	AdvDevStudyDataLake	150	START	1600369250827	1600369250827
USER	AdvDevStudyDataLake	151	START	1600369250868	1600369250868
REQUEST	130		request_1	1600369249920	1600369250905	OK	 
REQUEST	132		request_1	1600369250008	1600369250905	OK	 
USER	AdvDevStudyDataLake	130	END	1600369249919	1600369250906
USER	AdvDevStudyDataLake	132	END	1600369250008	1600369250906
REQUEST	133		request_1	1600369250048	1600369250914	OK	 
USER	AdvDevStudyDataLake	133	END	1600369250047	1600369250914
USER	AdvDevStudyDataLake	152	START	1600369250918	1600369250918
USER	AdvDevStudyDataLake	153	START	1600369250958	1600369250958
REQUEST	134		request_1	1600369250097	1600369250985	OK	 
USER	AdvDevStudyDataLake	134	END	1600369250097	1600369250987
REQUEST	135		request_1	1600369250136	1600369250992	OK	 
USER	AdvDevStudyDataLake	135	END	1600369250136	1600369250992
USER	AdvDevStudyDataLake	154	START	1600369250998	1600369250998
REQUEST	136		request_1	1600369250187	1600369251028	OK	 
USER	AdvDevStudyDataLake	136	END	1600369250186	1600369251029
USER	AdvDevStudyDataLake	155	START	1600369251037	1600369251037
REQUEST	137		request_1	1600369250228	1600369251042	OK	 
USER	AdvDevStudyDataLake	137	END	1600369250227	1600369251042
USER	AdvDevStudyDataLake	156	START	1600369251086	1600369251086
REQUEST	138		request_1	1600369250277	1600369251101	OK	 
USER	AdvDevStudyDataLake	138	END	1600369250277	1600369251102
USER	AdvDevStudyDataLake	157	START	1600369251127	1600369251127
USER	AdvDevStudyDataLake	158	START	1600369251168	1600369251168
REQUEST	140		request_1	1600369250369	1600369251179	OK	 
USER	AdvDevStudyDataLake	140	END	1600369250368	1600369251180
USER	AdvDevStudyDataLake	159	START	1600369251206	1600369251206
REQUEST	139		request_1	1600369250326	1600369251235	OK	 
USER	AdvDevStudyDataLake	139	END	1600369250325	1600369251236
USER	AdvDevStudyDataLake	160	START	1600369251246	1600369251246
REQUEST	141		request_1	1600369250417	1600369251257	OK	 
USER	AdvDevStudyDataLake	141	END	1600369250416	1600369251258
USER	AdvDevStudyDataLake	161	START	1600369251286	1600369251286
REQUEST	142		request_1	1600369250459	1600369251299	OK	 
USER	AdvDevStudyDataLake	142	END	1600369250458	1600369251300
REQUEST	143		request_1	1600369250508	1600369251317	OK	 
USER	AdvDevStudyDataLake	143	END	1600369250507	1600369251318
