RUN	studydatalake.EnhancedJava512Api	enhancedjava512api	1596653874631	 	3.3.1
REQUEST	7038		request_1	1596653970654	1596653996428	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	6978		request_1	1596653970144	1596653996428	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	6997		request_1	1596653970304	1596653996428	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7008		request_1	1596653970393	1596653996428	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7030	END	1596653970583	1596653996428
USER	Scenario Name	6970	END	1596653970075	1596653996428
USER	Scenario Name	6989	END	1596653970234	1596653996428
USER	Scenario Name	7000	END	1596653970333	1596653996428
USER	Scenario Name	7012	END	1596653970433	1596653996428
REQUEST	7020		request_1	1596653970493	1596653996428	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	6977		request_1	1596653970135	1596653996428	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	6969	END	1596653970063	1596653996428
REQUEST	7005		request_1	1596653970374	1596653996428	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	6986		request_1	1596653970212	1596653996428	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7038	END	1596653970653	1596653996428
USER	Scenario Name	6978	END	1596653970144	1596653996428
USER	Scenario Name	6997	END	1596653970304	1596653996428
REQUEST	7016		request_1	1596653970462	1596653996428	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7008	END	1596653970393	1596653996428
REQUEST	7028		request_1	1596653970564	1596653996429	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7020	END	1596653970493	1596653996429
USER	Scenario Name	6977	END	1596653970135	1596653996429
REQUEST	6985		request_1	1596653970204	1596653996429	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	3334		request_1	1596653934334	1596653996429	OK	 
REQUEST	7013		request_1	1596653970444	1596653996429	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7024		request_1	1596653970534	1596653996429	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7005	END	1596653970374	1596653996429
USER	Scenario Name	7016	END	1596653970462	1596653996429
USER	Scenario Name	6986	END	1596653970212	1596653996429
USER	Scenario Name	7028	END	1596653970564	1596653996429
REQUEST	7036		request_1	1596653970634	1596653996429	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	6994		request_1	1596653970284	1596653996429	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	6985	END	1596653970204	1596653996429
REQUEST	6993		request_1	1596653970274	1596653996429	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7032		request_1	1596653970594	1596653996429	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7021		request_1	1596653970504	1596653996429	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7024	END	1596653970533	1596653996429
USER	Scenario Name	7013	END	1596653970444	1596653996429
USER	Scenario Name	7036	END	1596653970634	1596653996429
REQUEST	7002		request_1	1596653970343	1596653996429	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	6994	END	1596653970284	1596653996429
USER	Scenario Name	3334	END	1596653934334	1596653996429
USER	Scenario Name	6993	END	1596653970274	1596653996429
REQUEST	7001		request_1	1596653970333	1596653996429	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7029		request_1	1596653970574	1596653996430	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7021	END	1596653970504	1596653996430
USER	Scenario Name	7032	END	1596653970593	1596653996430
REQUEST	7040		request_1	1596653970665	1596653996430	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7010		request_1	1596653970414	1596653996430	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7002	END	1596653970343	1596653996430
USER	Scenario Name	7001	END	1596653970333	1596653996430
REQUEST	7009		request_1	1596653970405	1596653996430	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7029	END	1596653970574	1596653996430
USER	Scenario Name	7040	END	1596653970665	1596653996430
REQUEST	7037		request_1	1596653970644	1596653996430	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7018		request_1	1596653970484	1596653996430	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7017		request_1	1596653970474	1596653996430	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7010	END	1596653970414	1596653996430
USER	Scenario Name	7009	END	1596653970404	1596653996430
REQUEST	3880		request_1	1596653940544	1596653996430	OK	 
USER	Scenario Name	7037	END	1596653970644	1596653996430
REQUEST	7045		request_1	1596653970705	1596653996430	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7025		request_1	1596653970544	1596653996431	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7026		request_1	1596653970544	1596653996431	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7018	END	1596653970484	1596653996431
USER	Scenario Name	7017	END	1596653970474	1596653996431
USER	Scenario Name	7045	END	1596653970705	1596653996431
USER	Scenario Name	7025	END	1596653970544	1596653996431
REQUEST	7033		request_1	1596653970605	1596653996431	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	3880	END	1596653940544	1596653996431
REQUEST	7034		request_1	1596653970614	1596653996431	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7026	END	1596653970544	1596653996431
USER	Scenario Name	7033	END	1596653970604	1596653996432
REQUEST	7041		request_1	1596653970673	1596653996432	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7034	END	1596653970614	1596653996432
USER	Scenario Name	7041	END	1596653970673	1596653996432
REQUEST	3230		request_1	1596653933093	1596653996432	OK	 
REQUEST	6176		request_1	1596653963194	1596653996432	OK	 
REQUEST	6305		request_1	1596653964348	1596653996432	OK	 
USER	Scenario Name	3230	END	1596653933093	1596653996433
USER	Scenario Name	6176	END	1596653963194	1596653996433
USER	Scenario Name	6305	END	1596653964348	1596653996433
USER	Scenario Name	10424	START	1596653996433	1596653996433
REQUEST	6324		request_1	1596653964504	1596653996434	OK	 
REQUEST	5907		request_1	1596653960763	1596653996435	OK	 
USER	Scenario Name	6324	END	1596653964503	1596653996435
USER	Scenario Name	5907	END	1596653960763	1596653996435
REQUEST	6468		request_1	1596653965764	1596653996437	OK	 
USER	Scenario Name	6468	END	1596653965764	1596653996437
REQUEST	5106		request_1	1596653953233	1596653996438	OK	 
REQUEST	6177		request_1	1596653963202	1596653996438	OK	 
USER	Scenario Name	5106	END	1596653953233	1596653996438
USER	Scenario Name	6177	END	1596653963202	1596653996439
USER	Scenario Name	10425	START	1596653996442	1596653996442
USER	Scenario Name	10426	START	1596653996442	1596653996442
REQUEST	7053		request_1	1596653970774	1596653996450	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7053	END	1596653970773	1596653996450
REQUEST	7061		request_1	1596653970843	1596653996450	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7069		request_1	1596653970914	1596653996450	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7061	END	1596653970843	1596653996450
USER	Scenario Name	7069	END	1596653970914	1596653996451
REQUEST	7077		request_1	1596653970973	1596653996451	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7077	END	1596653970972	1596653996451
REQUEST	7085		request_1	1596653971044	1596653996451	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7085	END	1596653971044	1596653996452
REQUEST	7093		request_1	1596653971114	1596653996452	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7101		request_1	1596653971172	1596653996452	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7093	END	1596653971114	1596653996452
REQUEST	7109		request_1	1596653971243	1596653996452	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7101	END	1596653971172	1596653996452
REQUEST	7117		request_1	1596653971313	1596653996453	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7109	END	1596653971243	1596653996453
USER	Scenario Name	7117	END	1596653971313	1596653996453
REQUEST	7125		request_1	1596653971374	1596653996453	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7133		request_1	1596653971443	1596653996454	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7125	END	1596653971374	1596653996454
USER	Scenario Name	10427	START	1596653996454	1596653996454
REQUEST	7051		request_1	1596653970754	1596653996455	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7141		request_1	1596653971514	1596653996455	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7133	END	1596653971443	1596653996455
REQUEST	7059		request_1	1596653970824	1596653996456	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7149		request_1	1596653971574	1596653996456	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7051	END	1596653970754	1596653996456
USER	Scenario Name	7141	END	1596653971514	1596653996456
REQUEST	7067		request_1	1596653970894	1596653996456	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7157		request_1	1596653971644	1596653996456	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7059	END	1596653970824	1596653996456
USER	Scenario Name	7149	END	1596653971574	1596653996456
REQUEST	7075		request_1	1596653970963	1596653996456	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7165		request_1	1596653971705	1596653996456	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7067	END	1596653970894	1596653996456
USER	Scenario Name	7157	END	1596653971643	1596653996456
REQUEST	7083		request_1	1596653971023	1596653996457	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7173		request_1	1596653971774	1596653996457	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7075	END	1596653970963	1596653996457
USER	Scenario Name	7165	END	1596653971705	1596653996457
REQUEST	7181		request_1	1596653971843	1596653996458	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7091		request_1	1596653971093	1596653996458	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7173	END	1596653971774	1596653996458
USER	Scenario Name	7083	END	1596653971023	1596653996458
REQUEST	7189		request_1	1596653971904	1596653996458	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7181	END	1596653971843	1596653996458
USER	Scenario Name	7091	END	1596653971093	1596653996458
REQUEST	7099		request_1	1596653971163	1596653996458	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7197		request_1	1596653971974	1596653996458	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7107		request_1	1596653971222	1596653996459	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7189	END	1596653971904	1596653996458
USER	Scenario Name	7099	END	1596653971163	1596653996458
REQUEST	7205		request_1	1596653972034	1596653996459	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7197	END	1596653971974	1596653996459
USER	Scenario Name	7107	END	1596653971222	1596653996459
REQUEST	7115		request_1	1596653971294	1596653996459	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7213		request_1	1596653972104	1596653996459	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7046		request_1	1596653970713	1596653996459	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7205	END	1596653972034	1596653996459
REQUEST	7123		request_1	1596653971362	1596653996459	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7115	END	1596653971294	1596653996459
REQUEST	7054		request_1	1596653970785	1596653996460	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7221		request_1	1596653972175	1596653996460	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7131		request_1	1596653971424	1596653996460	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7213	END	1596653972104	1596653996460
USER	Scenario Name	7046	END	1596653970713	1596653996460
USER	Scenario Name	7123	END	1596653971362	1596653996460
REQUEST	7229		request_1	1596653972233	1596653996460	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7139		request_1	1596653971494	1596653996460	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7062		request_1	1596653970854	1596653996460	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7221	END	1596653972175	1596653996460
USER	Scenario Name	7131	END	1596653971424	1596653996460
USER	Scenario Name	7054	END	1596653970785	1596653996460
REQUEST	7237		request_1	1596653972303	1596653996461	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7047		request_1	1596653970723	1596653996461	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7147		request_1	1596653971564	1596653996461	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7229	END	1596653972233	1596653996461
USER	Scenario Name	7139	END	1596653971494	1596653996461
USER	Scenario Name	7062	END	1596653970854	1596653996461
REQUEST	7070		request_1	1596653970914	1596653996461	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7245		request_1	1596653972372	1596653996461	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7237	END	1596653972303	1596653996461
USER	Scenario Name	7047	END	1596653970723	1596653996461
REQUEST	7055		request_1	1596653970792	1596653996461	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7147	END	1596653971564	1596653996461
REQUEST	7155		request_1	1596653971624	1596653996461	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7078		request_1	1596653970983	1596653996462	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7070	END	1596653970914	1596653996462
USER	Scenario Name	7245	END	1596653972372	1596653996462
REQUEST	7253		request_1	1596653972432	1596653996462	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7063		request_1	1596653970864	1596653996462	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7055	END	1596653970792	1596653996462
USER	Scenario Name	7155	END	1596653971624	1596653996462
REQUEST	7163		request_1	1596653971694	1596653996462	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7086		request_1	1596653971054	1596653996462	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7261		request_1	1596653972505	1596653996462	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7078	END	1596653970983	1596653996462
USER	Scenario Name	7253	END	1596653972432	1596653996462
USER	Scenario Name	7063	END	1596653970863	1596653996462
REQUEST	7071		request_1	1596653970924	1596653996462	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	10428	START	1596653996462	1596653996462
USER	Scenario Name	7163	END	1596653971694	1596653996463
USER	Scenario Name	10429	START	1596653996463	1596653996463
REQUEST	7171		request_1	1596653971754	1596653996463	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7094		request_1	1596653971123	1596653996463	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7269		request_1	1596653972573	1596653996463	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7086	END	1596653971053	1596653996463
USER	Scenario Name	7261	END	1596653972505	1596653996463
USER	Scenario Name	7071	END	1596653970924	1596653996463
REQUEST	7079		request_1	1596653970994	1596653996463	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7171	END	1596653971754	1596653996463
REQUEST	7179		request_1	1596653971823	1596653996463	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7102		request_1	1596653971184	1596653996464	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7277		request_1	1596653972633	1596653996464	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7094	END	1596653971123	1596653996464
USER	Scenario Name	7269	END	1596653972573	1596653996464
REQUEST	7187		request_1	1596653971893	1596653996464	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7079	END	1596653970994	1596653996464
USER	Scenario Name	7179	END	1596653971823	1596653996464
REQUEST	7087		request_1	1596653971065	1596653996464	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7277	END	1596653972633	1596653996464
REQUEST	7285		request_1	1596653972705	1596653996464	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7102	END	1596653971184	1596653996464
REQUEST	7110		request_1	1596653971254	1596653996464	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7095		request_1	1596653971123	1596653996464	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7195		request_1	1596653971954	1596653996464	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7187	END	1596653971893	1596653996464
USER	Scenario Name	7087	END	1596653971064	1596653996464
REQUEST	7293		request_1	1596653972763	1596653996465	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7285	END	1596653972705	1596653996465
REQUEST	7118		request_1	1596653971323	1596653996465	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7110	END	1596653971254	1596653996465
REQUEST	7103		request_1	1596653971194	1596653996466	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7203		request_1	1596653972024	1596653996466	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7195	END	1596653971953	1596653996466
USER	Scenario Name	7095	END	1596653971123	1596653996466
REQUEST	7301		request_1	1596653972833	1596653996466	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7293	END	1596653972763	1596653996466
REQUEST	7126		request_1	1596653971385	1596653996466	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7118	END	1596653971323	1596653996466
REQUEST	7111		request_1	1596653971262	1596653996467	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7211		request_1	1596653972085	1596653996467	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7203	END	1596653972024	1596653996467
USER	Scenario Name	7103	END	1596653971194	1596653996467
USER	Scenario Name	7301	END	1596653972833	1596653996467
REQUEST	7309		request_1	1596653972904	1596653996467	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7134		request_1	1596653971454	1596653996467	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7126	END	1596653971384	1596653996467
REQUEST	7048		request_1	1596653970735	1596653996467	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7119		request_1	1596653971323	1596653996467	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7219		request_1	1596653972153	1596653996467	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7111	END	1596653971262	1596653996467
USER	Scenario Name	7211	END	1596653972085	1596653996467
USER	Scenario Name	7309	END	1596653972904	1596653996467
USER	Scenario Name	7134	END	1596653971454	1596653996467
REQUEST	7317		request_1	1596653972964	1596653996467	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7142		request_1	1596653971514	1596653996467	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7127		request_1	1596653971394	1596653996467	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7227		request_1	1596653972224	1596653996467	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7119	END	1596653971323	1596653996467
USER	Scenario Name	7219	END	1596653972153	1596653996467
USER	Scenario Name	7048	END	1596653970735	1596653996468
USER	Scenario Name	7317	END	1596653972964	1596653996468
REQUEST	7325		request_1	1596653973034	1596653996468	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7056		request_1	1596653970805	1596653996468	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7142	END	1596653971514	1596653996468
REQUEST	7150		request_1	1596653971584	1596653996468	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7135		request_1	1596653971464	1596653996468	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7235		request_1	1596653972284	1596653996468	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7127	END	1596653971394	1596653996468
REQUEST	7333		request_1	1596653973094	1596653996468	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7227	END	1596653972224	1596653996468
USER	Scenario Name	7325	END	1596653973034	1596653996468
USER	Scenario Name	7056	END	1596653970805	1596653996468
REQUEST	7064		request_1	1596653970864	1596653996468	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7150	END	1596653971584	1596653996468
REQUEST	7158		request_1	1596653971653	1596653996468	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7243		request_1	1596653972352	1596653996468	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7341		request_1	1596653973164	1596653996468	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7235	END	1596653972284	1596653996468
USER	Scenario Name	7333	END	1596653973094	1596653996468
REQUEST	7143		request_1	1596653971523	1596653996468	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7135	END	1596653971464	1596653996468
REQUEST	7072		request_1	1596653970933	1596653996468	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7064	END	1596653970863	1596653996468
USER	Scenario Name	7158	END	1596653971653	1596653996468
REQUEST	7166		request_1	1596653971714	1596653996468	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7349		request_1	1596653973234	1596653996469	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7341	END	1596653973164	1596653996469
REQUEST	7251		request_1	1596653972424	1596653996469	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7151		request_1	1596653971593	1596653996469	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7243	END	1596653972352	1596653996469
USER	Scenario Name	7143	END	1596653971523	1596653996469
USER	Scenario Name	7072	END	1596653970933	1596653996469
REQUEST	7080		request_1	1596653971004	1596653996469	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7174		request_1	1596653971784	1596653996469	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7166	END	1596653971714	1596653996469
USER	Scenario Name	7349	END	1596653973234	1596653996469
REQUEST	7357		request_1	1596653973273	1596653996469	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7251	END	1596653972424	1596653996469
REQUEST	7259		request_1	1596653972485	1596653996469	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
REQUEST	7159		request_1	1596653971653	1596653996469	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7151	END	1596653971593	1596653996469
REQUEST	7182		request_1	1596653971843	1596653996469	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7174	END	1596653971784	1596653996469
REQUEST	7088		request_1	1596653971075	1596653996469	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7080	END	1596653971004	1596653996469
USER	Scenario Name	7357	END	1596653973273	1596653996469
REQUEST	7365		request_1	1596653973362	1596653996469	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
USER	Scenario Name	7259	END	1596653972485	1596653996469
REQUEST	7267		request_1	1596653972553	1596653996469	KO	j.n.UnknownHostException: loywsxjqul.execute-api.us-east-1.amazonaws.com
